"","idv","iv","dv","exp"
"161",1,1,3082.40871620364,"Biderman & Mudrik_2018_1"
"162",1,2,1656.71925188508,"Biderman & Mudrik_2018_1"
"163",1,2,2366.29520426504,"Biderman & Mudrik_2018_1"
"164",1,1,733.598511549644,"Biderman & Mudrik_2018_1"
"165",1,2,1514.5644658478,"Biderman & Mudrik_2018_1"
"166",1,2,1899.5765739237,"Biderman & Mudrik_2018_1"
"167",1,1,1537.62510768138,"Biderman & Mudrik_2018_1"
"168",1,2,1193.48963868106,"Biderman & Mudrik_2018_1"
"169",1,2,843.101707228925,"Biderman & Mudrik_2018_1"
"170",1,2,1093.21417799219,"Biderman & Mudrik_2018_1"
"171",1,1,1136.25527359545,"Biderman & Mudrik_2018_1"
"172",1,1,679.40869735321,"Biderman & Mudrik_2018_1"
"173",1,1,1421.81100463495,"Biderman & Mudrik_2018_1"
"174",1,1,872.157368983608,"Biderman & Mudrik_2018_1"
"175",1,2,973.410997539759,"Biderman & Mudrik_2018_1"
"176",1,1,885.68807306001,"Biderman & Mudrik_2018_1"
"177",1,1,987.508189398795,"Biderman & Mudrik_2018_1"
"178",1,2,1016.87204104383,"Biderman & Mudrik_2018_1"
"179",1,2,1553.56887285598,"Biderman & Mudrik_2018_1"
"180",1,2,1322.23032531328,"Biderman & Mudrik_2018_1"
"181",1,1,834.407103713602,"Biderman & Mudrik_2018_1"
"182",1,1,1414.81044754619,"Biderman & Mudrik_2018_1"
"183",1,2,903.738705150317,"Biderman & Mudrik_2018_1"
"184",1,2,1137.0224696584,"Biderman & Mudrik_2018_1"
"185",1,2,921.127627079841,"Biderman & Mudrik_2018_1"
"186",1,2,854.972006345633,"Biderman & Mudrik_2018_1"
"187",1,1,899.406370997895,"Biderman & Mudrik_2018_1"
"188",1,2,1941.87613221584,"Biderman & Mudrik_2018_1"
"189",1,1,1393.85011536069,"Biderman & Mudrik_2018_1"
"190",1,1,1069.31278505363,"Biderman & Mudrik_2018_1"
"191",1,2,1199.66997171286,"Biderman & Mudrik_2018_1"
"192",1,1,1726.20708646718,"Biderman & Mudrik_2018_1"
"193",1,1,1135.98414632725,"Biderman & Mudrik_2018_1"
"194",1,2,937.025491672102,"Biderman & Mudrik_2018_1"
"195",1,1,835.216494160704,"Biderman & Mudrik_2018_1"
"196",1,2,1227.07036021166,"Biderman & Mudrik_2018_1"
"197",1,1,1117.85311688436,"Biderman & Mudrik_2018_1"
"198",1,1,1012.42766377982,"Biderman & Mudrik_2018_1"
"199",1,2,754.270040488336,"Biderman & Mudrik_2018_1"
"200",1,2,1198.70149716735,"Biderman & Mudrik_2018_1"
"201",1,1,693.951780966017,"Biderman & Mudrik_2018_1"
"202",2,1,1426.66920972988,"Biderman & Mudrik_2018_1"
"203",2,1,1578.37076392025,"Biderman & Mudrik_2018_1"
"204",2,2,1184.75075816968,"Biderman & Mudrik_2018_1"
"205",2,1,1352.9965862399,"Biderman & Mudrik_2018_1"
"206",2,1,847.601949819364,"Biderman & Mudrik_2018_1"
"207",2,2,1207.48537871987,"Biderman & Mudrik_2018_1"
"208",2,2,939.887807995547,"Biderman & Mudrik_2018_1"
"209",2,2,2063.39396239491,"Biderman & Mudrik_2018_1"
"210",2,1,1162.44749200996,"Biderman & Mudrik_2018_1"
"211",2,1,1837.54081901861,"Biderman & Mudrik_2018_1"
"212",2,2,1095.05730197998,"Biderman & Mudrik_2018_1"
"213",2,2,830.880914872978,"Biderman & Mudrik_2018_1"
"214",2,1,1306.14518705988,"Biderman & Mudrik_2018_1"
"215",2,2,972.909072355833,"Biderman & Mudrik_2018_1"
"216",2,1,817.957678809762,"Biderman & Mudrik_2018_1"
"217",2,2,1379.0688564186,"Biderman & Mudrik_2018_1"
"218",2,2,1245.21618743893,"Biderman & Mudrik_2018_1"
"219",2,1,1572.2140588914,"Biderman & Mudrik_2018_1"
"220",2,1,1122.5048880442,"Biderman & Mudrik_2018_1"
"221",2,1,1180.6467633578,"Biderman & Mudrik_2018_1"
"222",2,1,799.693690030836,"Biderman & Mudrik_2018_1"
"223",2,2,760.074958147015,"Biderman & Mudrik_2018_1"
"224",2,1,979.399057745468,"Biderman & Mudrik_2018_1"
"225",2,2,1029.65710050194,"Biderman & Mudrik_2018_1"
"226",2,1,886.39418076491,"Biderman & Mudrik_2018_1"
"227",2,1,1732.65160550363,"Biderman & Mudrik_2018_1"
"228",2,2,1340.40748578263,"Biderman & Mudrik_2018_1"
"229",2,1,855.05927487975,"Biderman & Mudrik_2018_1"
"230",2,2,1673.23020746699,"Biderman & Mudrik_2018_1"
"231",2,2,1101.10224835807,"Biderman & Mudrik_2018_1"
"232",2,2,1011.18213869631,"Biderman & Mudrik_2018_1"
"233",2,1,837.652007467113,"Biderman & Mudrik_2018_1"
"234",2,1,742.727276345249,"Biderman & Mudrik_2018_1"
"235",2,1,1437.1845027199,"Biderman & Mudrik_2018_1"
"236",2,1,801.679972209968,"Biderman & Mudrik_2018_1"
"237",2,1,730.675016646273,"Biderman & Mudrik_2018_1"
"238",2,2,1190.70931972237,"Biderman & Mudrik_2018_1"
"239",2,1,992.501905886456,"Biderman & Mudrik_2018_1"
"240",2,2,835.791738820262,"Biderman & Mudrik_2018_1"
"241",2,1,1806.33819883224,"Biderman & Mudrik_2018_1"
