"","N_p","N_t","sigma_b","sigma_w","mu","seeds","QUID","OANOVA","SC"
"364",30,100,15,1000,0,64,68670746394.6503,1.11022302462516e-16,9.99900009999e-05
"365",30,100,15,1000,0,65,0.14838649902947,0.119775213934632,9.99900009999e-05
"366",30,100,15,1000,0,66,0.00560285841820575,0.999741523683017,9.99900009999e-05
"367",30,100,15,1000,0,67,0.260662544477653,0.0901726655616812,9.99900009999e-05
"368",30,100,15,1000,0,68,0.0116245172001152,0.998297929296205,9.99900009999e-05
"369",30,100,15,1000,0,69,0.00882030142146142,0.992791753063334,9.99900009999e-05
"370",30,100,15,1000,0,70,0.00494959046425365,0.999996516534425,9.99900009999e-05
"371",30,100,15,1000,0,71,5.11342123733876,0.00673025668462723,9.99900009999e-05
"372",30,100,15,1000,0,72,0.158611387989375,0.0191011440019531,9.99900009999e-05
"373",30,100,15,1000,0,73,0.0761340125826898,0.0628264833063213,9.99900009999e-05
"374",30,100,15,1000,0,74,0.0104332620142167,0.988061824348185,9.99900009999e-05
"375",30,100,15,1000,0,75,4.08819684104508,0.000211037383616275,9.99900009999e-05
"376",30,100,15,1000,0,76,0.0402155155117533,0.416307500512211,9.99900009999e-05
"377",30,100,15,1000,0,77,0.0103677883505745,0.94271926007165,9.99900009999e-05
"378",30,100,15,1000,0,78,0.0207873212780937,0.966592650824992,9.99900009999e-05
"379",30,100,15,1000,0,79,0.0131349821976515,0.995938645535636,9.99900009999e-05
"380",30,100,15,1000,0,80,423.607287884129,0.00018650737568171,9.99900009999e-05
"381",30,100,15,1000,0,81,5535633.37538505,1.85901216642748e-08,9.99900009999e-05
"382",30,100,15,1000,0,82,0.00656526921233513,0.999193119330776,9.99900009999e-05
"383",30,100,15,1000,0,83,0.0108625865969065,0.882297536844445,9.99900009999e-05
"384",30,100,15,1000,0,84,11576609.0593944,3.93018950717305e-12,9.99900009999e-05
"385",30,100,15,1000,0,85,0.274192623245324,0.143486332893273,9.99900009999e-05
"386",30,100,15,1000,0,86,2301816138.37917,4.75028905100316e-11,9.99900009999e-05
"387",30,100,15,1000,0,87,0.00857846099286705,0.998756774833814,9.99900009999e-05
"388",30,100,15,1000,0,88,0.0151320207986471,0.844839268644887,9.99900009999e-05
"389",30,100,15,1000,0,89,0.00703375146767892,0.997989650517247,9.99900009999e-05
"390",30,100,15,1000,0,90,0.0130062265784856,0.671720819305465,9.99900009999e-05
"391",30,100,15,1000,0,91,0.0245867249680883,0.6621241562306,9.99900009999e-05
"392",30,100,15,1000,0,92,137.604097820685,2.10410617573764e-06,9.99900009999e-05
"393",30,100,15,1000,0,93,0.364656629142305,0.159520615889216,9.99900009999e-05
"394",30,100,15,1000,0,94,0.00726481669837065,0.997538396548267,9.99900009999e-05
"395",30,100,15,1000,0,95,66.2312933224407,0.00056527248931193,9.99900009999e-05
"396",30,100,15,1000,0,96,0.00984228410093023,0.929622211386153,9.99900009999e-05
"397",30,100,15,1000,0,97,24.9657579972723,0.00122753154999966,9.99900009999e-05
"398",30,100,15,1000,0,98,0.0421025710804623,0.628067353742073,9.99900009999e-05
"399",30,100,15,1000,0,99,0.00768418765944878,0.999793964698263,9.99900009999e-05
"400",30,100,15,1000,0,100,1.26391201297948e+37,0,9.99900009999e-05
