Subject,Include,ID,Image,RT,Drop_Slow_and_Fast,Exceeds_Ss_Mean_Plus_3SD,Exceeds_Item_Mean_Plus_3SD,RT_With_Exclusions,Frequency,Relatedness,Frequency_Code,Relatedness_Code,,,,NOTE: THIS TABLE INCLUDES ONLY THE TRIALS THAT WERE INCLUDED IN THE FINAL DATA ANALYSIS
72,1,10,HAND,421,421,421,421,421,HF,Related,1,1,,,,
72,1,11,HEART,668,668,668,668,668,HF,Related,1,1,,,,
72,1,12,HORSE,593,593,593,593,593,HF,Related,1,1,,,,
72,1,13,LEG,641,641,641,641,641,HF,Related,1,1,,,,
72,1,14,LIPS,373,373,373,373,373,HF,Related,1,1,,,,
72,1,15,MOUNTAIN,408,408,408,408,408,HF,Related,1,1,,,,
72,1,16,RAIN,434,434,434,434,434,HF,Related,1,1,,,,
72,1,17,SHOE,366,366,366,366,366,HF,Related,1,1,,,,
72,1,18,SUN,476,476,476,476,476,HF,Related,1,1,,,,
72,1,19,TABLE,709,709,709,709,709,HF,Related,1,1,,,,
72,1,20,TRAIN,517,517,517,517,517,HF,Related,1,1,,,,
73,1,1,AIRPLANE,346,346,346,346,346,HF,Related,1,1,,,,
73,1,2,BED,415,415,415,415,415,HF,Related,1,1,,,,
73,1,3,BOTTLE,276,,,,,HF,Related,1,1,,,,
73,1,4,BREAD,138,,,,,HF,Related,1,1,,,,
73,1,5,CAR,417,417,417,417,417,HF,Related,1,1,,,,
73,1,6,CHURCH,516,516,516,516,516,HF,Related,1,1,,,,
73,1,7,DOG,495,495,495,495,495,HF,Related,1,1,,,,
73,1,8,EYE,617,617,617,617,617,HF,Related,1,1,,,,
73,1,9,FISH,445,445,445,445,445,HF,Related,1,1,,,,
73,1,10,HAND,297,,,,,HF,Related,1,1,,,,
73,1,11,HEART,552,552,552,552,552,HF,Related,1,1,,,,
73,1,12,HORSE,388,388,388,388,388,HF,Related,1,1,,,,
73,1,13,LEG,619,619,619,619,619,HF,Related,1,1,,,,
73,1,14,LIPS,355,355,355,355,355,HF,Related,1,1,,,,
73,1,15,MOUNTAIN,708,708,708,708,708,HF,Related,1,1,,,,
73,1,16,RAIN,275,,,,,HF,Related,1,1,,,,
73,1,17,SHOE,496,496,496,496,496,HF,Related,1,1,,,,
73,1,18,SUN,573,573,573,573,573,HF,Related,1,1,,,,
73,1,19,TABLE,755,755,755,755,755,HF,Related,1,1,,,,
73,1,20,TRAIN,599,599,599,599,599,HF,Related,1,1,,,,
74,1,1,AIRPLANE,1427,1427,1427,1427,1427,HF,Related,1,1,,,,
74,1,2,BED,2919,2919,2919,2919,2919,HF,Related,1,1,,,,
74,1,3,BOTTLE,1589,1589,1589,1589,1589,HF,Related,1,1,,,,
74,1,4,BREAD,3827,,,,,HF,Related,1,1,,,,
74,1,5,CAR,2671,2671,2671,2671,2671,HF,Related,1,1,,,,
74,1,6,CHURCH,1422,1422,1422,1422,1422,HF,Related,1,1,,,,
74,1,7,DOG,1508,1508,1508,1508,1508,HF,Related,1,1,,,,
74,1,8,EYE,1722,1722,1722,1722,1722,HF,Related,1,1,,,,
74,1,9,FISH,1866,1866,1866,1866,1866,HF,Related,1,1,,,,
74,1,10,HAND,2124,2124,2124,2124,2124,HF,Related,1,1,,,,
74,1,11,HEART,1561,1561,1561,1561,1561,HF,Related,1,1,,,,
74,1,12,HORSE,2570,2570,2570,2570,2570,HF,Related,1,1,,,,
74,1,13,LEG,2112,2112,2112,2112,2112,HF,Related,1,1,,,,
74,1,14,LIPS,1454,1454,1454,1454,1454,HF,Related,1,1,,,,
74,1,15,MOUNTAIN,1993,1993,1993,1993,1993,HF,Related,1,1,,,,
74,1,16,RAIN,1373,1373,1373,1373,1373,HF,Related,1,1,,,,
74,1,17,SHOE,1584,1584,1584,1584,1584,HF,Related,1,1,,,,
74,1,18,SUN,1142,1142,1142,1142,1142,HF,Related,1,1,,,,
74,1,19,TABLE,2560,2560,2560,2560,2560,HF,Related,1,1,,,,
74,1,20,TRAIN,1499,1499,1499,1499,1499,HF,Related,1,1,,,,
76,1,1,AIRPLANE,580,580,580,580,580,HF,Related,1,1,,,,
76,1,2,BED,733,733,733,733,733,HF,Related,1,1,,,,
76,1,3,BOTTLE,651,651,651,651,651,HF,Related,1,1,,,,
76,1,4,BREAD,616,616,616,616,616,HF,Related,1,1,,,,
76,1,5,CAR,699,699,699,699,699,HF,Related,1,1,,,,
76,1,6,CHURCH,1119,1119,1119,1119,1119,HF,Related,1,1,,,,
76,1,7,DOG,947,947,947,947,947,HF,Related,1,1,,,,
76,1,8,EYE,594,594,594,594,594,HF,Related,1,1,,,,
76,1,9,FISH,729,729,729,729,729,HF,Related,1,1,,,,
76,1,10,HAND,596,596,596,596,596,HF,Related,1,1,,,,
76,1,11,HEART,587,587,587,587,587,HF,Related,1,1,,,,
76,1,12,HORSE,465,465,465,465,465,HF,Related,1,1,,,,
76,1,13,LEG,457,457,457,457,457,HF,Related,1,1,,,,
76,1,14,LIPS,450,450,450,450,450,HF,Related,1,1,,,,
76,1,15,MOUNTAIN,830,830,830,830,830,HF,Related,1,1,,,,
76,1,16,RAIN,672,672,672,672,672,HF,Related,1,1,,,,
76,1,17,SHOE,798,798,798,798,798,HF,Related,1,1,,,,
76,1,18,SUN,707,707,707,707,707,HF,Related,1,1,,,,
76,1,19,TABLE,818,818,818,818,818,HF,Related,1,1,,,,
76,1,20,TRAIN,705,705,705,705,705,HF,Related,1,1,,,,
77,1,1,AIRPLANE,632,632,632,632,632,HF,Related,1,1,,,,
77,1,2,BED,614,614,614,614,614,HF,Related,1,1,,,,
77,1,3,BOTTLE,705,705,705,705,705,HF,Related,1,1,,,,
77,1,4,BREAD,757,757,757,757,757,HF,Related,1,1,,,,
77,1,5,CAR,708,708,708,708,708,HF,Related,1,1,,,,
77,1,6,CHURCH,847,847,847,847,847,HF,Related,1,1,,,,
77,1,7,DOG,639,639,639,639,639,HF,Related,1,1,,,,
77,1,8,EYE,665,665,665,665,665,HF,Related,1,1,,,,
77,1,9,FISH,532,532,532,532,532,HF,Related,1,1,,,,
77,1,10,HAND,667,667,667,667,667,HF,Related,1,1,,,,
77,1,11,HEART,524,524,524,524,524,HF,Related,1,1,,,,
77,1,12,HORSE,632,632,632,632,632,HF,Related,1,1,,,,
77,1,13,LEG,499,499,499,499,499,HF,Related,1,1,,,,
77,1,14,LIPS,891,891,891,891,891,HF,Related,1,1,,,,
77,1,15,MOUNTAIN,623,623,623,623,623,HF,Related,1,1,,,,
77,1,16,RAIN,546,546,546,546,546,HF,Related,1,1,,,,
77,1,17,SHOE,542,542,542,542,542,HF,Related,1,1,,,,
77,1,18,SUN,549,549,549,549,549,HF,Related,1,1,,,,
77,1,19,TABLE,924,924,924,924,924,HF,Related,1,1,,,,
77,1,20,TRAIN,734,734,734,734,734,HF,Related,1,1,,,,
78,1,1,AIRPLANE,557,557,557,557,557,HF,Related,1,1,,,,
78,1,2,BED,584,584,584,584,584,HF,Related,1,1,,,,
78,1,3,BOTTLE,280,,,,,HF,Related,1,1,,,,
78,1,4,BREAD,404,404,404,404,404,HF,Related,1,1,,,,
78,1,5,CAR,457,457,457,457,457,HF,Related,1,1,,,,
78,1,6,CHURCH,381,381,381,381,381,HF,Related,1,1,,,,
78,1,7,DOG,384,384,384,384,384,HF,Related,1,1,,,,
78,1,8,EYE,308,308,308,308,308,HF,Related,1,1,,,,
78,1,9,FISH,513,513,513,513,513,HF,Related,1,1,,,,
78,1,10,HAND,585,585,585,585,585,HF,Related,1,1,,,,
78,1,11,HEART,596,596,596,596,596,HF,Related,1,1,,,,
78,1,12,HORSE,377,377,377,377,377,HF,Related,1,1,,,,
78,1,13,LEG,528,528,528,528,528,HF,Related,1,1,,,,
78,1,14,LIPS,502,502,502,502,502,HF,Related,1,1,,,,
78,1,15,MOUNTAIN,494,494,494,494,494,HF,Related,1,1,,,,
78,1,16,RAIN,490,490,490,490,490,HF,Related,1,1,,,,
78,1,17,SHOE,566,566,566,566,566,HF,Related,1,1,,,,
78,1,18,SUN,613,613,613,613,613,HF,Related,1,1,,,,
78,1,19,TABLE,530,530,530,530,530,HF,Related,1,1,,,,
78,1,20,TRAIN,304,304,304,304,304,HF,Related,1,1,,,,
79,1,1,AIRPLANE,826,826,826,826,826,HF,Related,1,1,,,,
79,1,2,BED,463,463,463,463,463,HF,Related,1,1,,,,
79,1,3,BOTTLE,922,922,922,922,922,HF,Related,1,1,,,,
79,1,4,BREAD,453,453,453,453,453,HF,Related,1,1,,,,
79,1,5,CAR,1896,1896,1896,1896,1896,HF,Related,1,1,,,,
79,1,6,CHURCH,2248,2248,2248,2248,2248,HF,Related,1,1,,,,
79,1,7,DOG,1290,1290,1290,1290,1290,HF,Related,1,1,,,,
79,1,8,EYE,792,792,792,792,792,HF,Related,1,1,,,,
79,1,9,FISH,1009,1009,1009,1009,1009,HF,Related,1,1,,,,
79,1,10,HAND,1450,1450,1450,1450,1450,HF,Related,1,1,,,,
79,1,11,HEART,896,896,896,896,896,HF,Related,1,1,,,,
79,1,12,HORSE,72,,,,,HF,Related,1,1,,,,
79,1,13,LEG,1386,1386,1386,1386,1386,HF,Related,1,1,,,,
79,1,14,LIPS,1482,1482,1482,1482,1482,HF,Related,1,1,,,,
79,1,15,MOUNTAIN,1470,1470,1470,1470,1470,HF,Related,1,1,,,,
79,1,16,RAIN,576,576,576,576,576,HF,Related,1,1,,,,
79,1,17,SHOE,2076,2076,2076,2076,2076,HF,Related,1,1,,,,
79,1,18,SUN,953,953,953,953,953,HF,Related,1,1,,,,
79,1,19,TABLE,700,700,700,700,700,HF,Related,1,1,,,,
79,1,20,TRAIN,732,732,732,732,732,HF,Related,1,1,,,,
81,1,1,AIRPLANE,1103,1103,1103,1103,1103,HF,Related,1,1,,,,
81,1,2,BED,1256,1256,1256,1256,1256,HF,Related,1,1,,,,
81,1,3,BOTTLE,1727,1727,1727,1727,1727,HF,Related,1,1,,,,
81,1,4,BREAD,1710,1710,1710,1710,1710,HF,Related,1,1,,,,
81,1,5,CAR,1107,1107,1107,1107,1107,HF,Related,1,1,,,,
81,1,6,CHURCH,676,676,676,676,676,HF,Related,1,1,,,,
81,1,7,DOG,1237,1237,1237,1237,1237,HF,Related,1,1,,,,
81,1,8,EYE,1589,1589,1589,1589,1589,HF,Related,1,1,,,,
81,1,9,FISH,1265,1265,1265,1265,1265,HF,Related,1,1,,,,
81,1,10,HAND,1263,1263,1263,1263,1263,HF,Related,1,1,,,,
81,1,11,HEART,1281,1281,1281,1281,1281,HF,Related,1,1,,,,
81,1,12,HORSE,1849,1849,1849,1849,1849,HF,Related,1,1,,,,
81,1,13,LEG,1025,1025,1025,1025,1025,HF,Related,1,1,,,,
81,1,14,LIPS,1713,1713,1713,1713,1713,HF,Related,1,1,,,,
81,1,15,MOUNTAIN,1708,1708,1708,1708,1708,HF,Related,1,1,,,,
81,1,16,RAIN,2269,2269,2269,2269,2269,HF,Related,1,1,,,,
81,1,17,SHOE,528,528,528,528,528,HF,Related,1,1,,,,
81,1,18,SUN,1572,1572,1572,1572,1572,HF,Related,1,1,,,,
81,1,19,TABLE,1168,1168,1168,1168,1168,HF,Related,1,1,,,,
81,1,20,TRAIN,1570,1570,1570,1570,1570,HF,Related,1,1,,,,
82,1,1,AIRPLANE,1245,1245,1245,1245,1245,HF,Related,1,1,,,,
82,1,2,BED,577,577,577,577,577,HF,Related,1,1,,,,
82,1,3,BOTTLE,1389,1389,1389,1389,1389,HF,Related,1,1,,,,
82,1,4,BREAD,500,500,500,500,500,HF,Related,1,1,,,,
82,1,5,CAR,1600,1600,1600,1600,1600,HF,Related,1,1,,,,
82,1,6,CHURCH,976,976,976,976,976,HF,Related,1,1,,,,
82,1,7,DOG,833,833,833,833,833,HF,Related,1,1,,,,
82,1,8,EYE,1268,1268,1268,1268,1268,HF,Related,1,1,,,,
82,1,9,FISH,1116,1116,1116,1116,1116,HF,Related,1,1,,,,
82,1,10,HAND,718,718,718,718,718,HF,Related,1,1,,,,
82,1,11,HEART,610,610,610,610,610,HF,Related,1,1,,,,
82,1,12,HORSE,935,935,935,935,935,HF,Related,1,1,,,,
82,1,13,LEG,618,618,618,618,618,HF,Related,1,1,,,,
82,1,14,LIPS,913,913,913,913,913,HF,Related,1,1,,,,
82,1,15,MOUNTAIN,683,683,683,683,683,HF,Related,1,1,,,,
82,1,16,RAIN,873,873,873,873,873,HF,Related,1,1,,,,
82,1,17,SHOE,1197,1197,1197,1197,1197,HF,Related,1,1,,,,
82,1,18,SUN,792,792,792,792,792,HF,Related,1,1,,,,
82,1,19,TABLE,696,696,696,696,696,HF,Related,1,1,,,,
82,1,20,TRAIN,1521,1521,1521,1521,1521,HF,Related,1,1,,,,
83,1,1,AIRPLANE,1,,,,,HF,Related,1,1,,,,
83,1,2,BED,1,,,,,HF,Related,1,1,,,,
83,1,3,BOTTLE,1,,,,,HF,Related,1,1,,,,
83,1,4,BREAD,467,467,467,467,467,HF,Related,1,1,,,,
83,1,5,CAR,351,351,351,351,351,HF,Related,1,1,,,,
83,1,6,CHURCH,508,508,508,508,508,HF,Related,1,1,,,,
83,1,7,DOG,594,594,594,594,594,HF,Related,1,1,,,,
83,1,8,EYE,397,397,397,397,397,HF,Related,1,1,,,,
83,1,9,FISH,1,,,,,HF,Related,1,1,,,,
83,1,10,HAND,451,451,451,451,451,HF,Related,1,1,,,,
83,1,11,HEART,605,605,605,605,605,HF,Related,1,1,,,,
83,1,12,HORSE,1,,,,,HF,Related,1,1,,,,
83,1,13,LEG,363,363,363,363,363,HF,Related,1,1,,,,
83,1,14,LIPS,538,538,538,538,538,HF,Related,1,1,,,,
83,1,15,MOUNTAIN,436,436,436,436,436,HF,Related,1,1,,,,
83,1,16,RAIN,61,,,,,HF,Related,1,1,,,,
83,1,17,SHOE,306,306,306,306,306,HF,Related,1,1,,,,
83,1,18,SUN,411,411,411,411,411,HF,Related,1,1,,,,
83,1,19,TABLE,669,669,669,669,669,HF,Related,1,1,,,,
83,1,20,TRAIN,596,596,596,596,596,HF,Related,1,1,,,,
86,1,1,AIRPLANE,1378,1378,1378,1378,1378,HF,Related,1,1,,,,
86,1,2,BED,703,703,703,703,703,HF,Related,1,1,,,,
86,1,3,BOTTLE,964,964,964,964,964,HF,Related,1,1,,,,
86,1,4,BREAD,1113,1113,1113,1113,1113,HF,Related,1,1,,,,
86,1,5,CAR,1201,1201,1201,1201,1201,HF,Related,1,1,,,,
86,1,6,CHURCH,1004,1004,1004,1004,1004,HF,Related,1,1,,,,
86,1,7,DOG,1189,1189,1189,1189,1189,HF,Related,1,1,,,,
86,1,8,EYE,1247,1247,1247,1247,1247,HF,Related,1,1,,,,
86,1,9,FISH,957,957,957,957,957,HF,Related,1,1,,,,
86,1,10,HAND,943,943,943,943,943,HF,Related,1,1,,,,
86,1,11,HEART,1355,1355,1355,1355,1355,HF,Related,1,1,,,,
86,1,12,HORSE,1058,1058,1058,1058,1058,HF,Related,1,1,,,,
86,1,13,LEG,1619,1619,1619,1619,1619,HF,Related,1,1,,,,
86,1,14,LIPS,842,842,842,842,842,HF,Related,1,1,,,,
86,1,15,MOUNTAIN,1370,1370,1370,1370,1370,HF,Related,1,1,,,,
86,1,16,RAIN,1493,1493,1493,1493,1493,HF,Related,1,1,,,,
86,1,17,SHOE,991,991,991,991,991,HF,Related,1,1,,,,
86,1,18,SUN,727,727,727,727,727,HF,Related,1,1,,,,
86,1,19,TABLE,815,815,815,815,815,HF,Related,1,1,,,,
86,1,20,TRAIN,1193,1193,1193,1193,1193,HF,Related,1,1,,,,
87,1,1,AIRPLANE,504,504,504,504,504,HF,Related,1,1,,,,
87,1,2,BED,742,742,742,742,742,HF,Related,1,1,,,,
87,1,3,BOTTLE,470,470,470,470,470,HF,Related,1,1,,,,
87,1,4,BREAD,73,,,,,HF,Related,1,1,,,,
87,1,5,CAR,442,442,442,442,442,HF,Related,1,1,,,,
87,1,6,CHURCH,426,426,426,426,426,HF,Related,1,1,,,,
87,1,7,DOG,836,836,836,836,836,HF,Related,1,1,,,,
87,1,8,EYE,676,676,676,676,676,HF,Related,1,1,,,,
87,1,9,FISH,318,318,318,318,318,HF,Related,1,1,,,,
87,1,10,HAND,680,680,680,680,680,HF,Related,1,1,,,,
87,1,11,HEART,199,,,,,HF,Related,1,1,,,,
87,1,12,HORSE,451,451,451,451,451,HF,Related,1,1,,,,
87,1,13,LEG,1471,1471,1156.974313,1471,1471,HF,Related,1,1,,,,
87,1,14,LIPS,446,446,446,446,446,HF,Related,1,1,,,,
87,1,15,MOUNTAIN,585,585,585,585,585,HF,Related,1,1,,,,
87,1,16,RAIN,576,576,576,576,576,HF,Related,1,1,,,,
87,1,17,SHOE,471,471,471,471,471,HF,Related,1,1,,,,
87,1,18,SUN,349,349,349,349,349,HF,Related,1,1,,,,
87,1,19,TABLE,656,656,656,656,656,HF,Related,1,1,,,,
87,1,20,TRAIN,385,385,385,385,385,HF,Related,1,1,,,,
88,1,1,AIRPLANE,1006,1006,1006,1006,1006,HF,Related,1,1,,,,
88,1,2,BED,654,654,654,654,654,HF,Related,1,1,,,,
88,1,3,BOTTLE,1110,1110,1110,1110,1110,HF,Related,1,1,,,,
88,1,4,BREAD,824,824,824,824,824,HF,Related,1,1,,,,
88,1,5,CAR,807,807,807,807,807,HF,Related,1,1,,,,
88,1,6,CHURCH,874,874,874,874,874,HF,Related,1,1,,,,
88,1,7,DOG,1070,1070,1070,1070,1070,HF,Related,1,1,,,,
88,1,8,EYE,813,813,813,813,813,HF,Related,1,1,,,,
88,1,9,FISH,506,506,506,506,506,HF,Related,1,1,,,,
88,1,10,HAND,1099,1099,1099,1099,1099,HF,Related,1,1,,,,
88,1,11,HEART,737,737,737,737,737,HF,Related,1,1,,,,
88,1,12,HORSE,464,464,464,464,464,HF,Related,1,1,,,,
88,1,13,LEG,568,568,568,568,568,HF,Related,1,1,,,,
88,1,14,LIPS,820,820,820,820,820,HF,Related,1,1,,,,
88,1,15,MOUNTAIN,1144,1144,1144,1144,1144,HF,Related,1,1,,,,
88,1,16,RAIN,906,906,906,906,906,HF,Related,1,1,,,,
88,1,17,SHOE,938,938,938,938,938,HF,Related,1,1,,,,
88,1,18,SUN,408,408,408,408,408,HF,Related,1,1,,,,
88,1,19,TABLE,1261,1261,1261,1261,1261,HF,Related,1,1,,,,
88,1,20,TRAIN,792,792,792,792,792,HF,Related,1,1,,,,
89,1,1,AIRPLANE,449,449,449,449,449,HF,Related,1,1,,,,
89,1,2,BED,565,565,565,565,565,HF,Related,1,1,,,,
89,1,3,BOTTLE,515,515,515,515,515,HF,Related,1,1,,,,
89,1,4,BREAD,658,658,658,658,658,HF,Related,1,1,,,,
89,1,5,CAR,445,445,445,445,445,HF,Related,1,1,,,,
89,1,6,CHURCH,579,579,579,579,579,HF,Related,1,1,,,,
89,1,7,DOG,441,441,441,441,441,HF,Related,1,1,,,,
89,1,8,EYE,406,406,406,406,406,HF,Related,1,1,,,,
89,1,9,FISH,630,630,630,630,630,HF,Related,1,1,,,,
89,1,10,HAND,465,465,465,465,465,HF,Related,1,1,,,,
89,1,11,HEART,534,534,534,534,534,HF,Related,1,1,,,,
89,1,12,HORSE,508,508,508,508,508,HF,Related,1,1,,,,
89,1,13,LEG,472,472,472,472,472,HF,Related,1,1,,,,
89,1,14,LIPS,567,567,567,567,567,HF,Related,1,1,,,,
89,1,15,MOUNTAIN,552,552,552,552,552,HF,Related,1,1,,,,
89,1,16,RAIN,419,419,419,419,419,HF,Related,1,1,,,,
89,1,17,SHOE,388,388,388,388,388,HF,Related,1,1,,,,
89,1,18,SUN,639,639,639,639,639,HF,Related,1,1,,,,
89,1,19,TABLE,454,454,454,454,454,HF,Related,1,1,,,,
89,1,20,TRAIN,358,358,358,358,358,HF,Related,1,1,,,,
90,1,1,AIRPLANE,1132,1132,1132,1132,1132,HF,Related,1,1,,,,
90,1,2,BED,797,797,797,797,797,HF,Related,1,1,,,,
90,1,3,BOTTLE,1126,1126,1126,1126,1126,HF,Related,1,1,,,,
90,1,4,BREAD,1109,1109,1109,1109,1109,HF,Related,1,1,,,,
90,1,5,CAR,623,623,623,623,623,HF,Related,1,1,,,,
90,1,6,CHURCH,1165,1165,1165,1165,1165,HF,Related,1,1,,,,
90,1,7,DOG,1530,1530,1530,1530,1530,HF,Related,1,1,,,,
90,1,8,EYE,1503,1503,1503,1503,1503,HF,Related,1,1,,,,
90,1,9,FISH,465,465,465,465,465,HF,Related,1,1,,,,
90,1,10,HAND,936,936,936,936,936,HF,Related,1,1,,,,
90,1,11,HEART,986,986,986,986,986,HF,Related,1,1,,,,
90,1,12,HORSE,1424,1424,1424,1424,1424,HF,Related,1,1,,,,
90,1,13,LEG,759,759,759,759,759,HF,Related,1,1,,,,
90,1,14,LIPS,1823,1823,1823,1823,1823,HF,Related,1,1,,,,
90,1,15,MOUNTAIN,1505,1505,1505,1505,1505,HF,Related,1,1,,,,
90,1,16,RAIN,1468,1468,1468,1468,1468,HF,Related,1,1,,,,
90,1,17,SHOE,914,914,914,914,914,HF,Related,1,1,,,,
90,1,18,SUN,971,971,971,971,971,HF,Related,1,1,,,,
90,1,19,TABLE,977,977,977,977,977,HF,Related,1,1,,,,
90,1,20,TRAIN,943,943,943,943,943,HF,Related,1,1,,,,
91,1,1,AIRPLANE,803,803,803,803,803,HF,Related,1,1,,,,
91,1,2,BED,1144,1144,1144,1144,1144,HF,Related,1,1,,,,
91,1,3,BOTTLE,240,,,,,HF,Related,1,1,,,,
91,1,4,BREAD,1750,1750,1750,1750,1750,HF,Related,1,1,,,,
91,1,5,CAR,1367,1367,1367,1367,1367,HF,Related,1,1,,,,
91,1,6,CHURCH,1766,1766,1766,1766,1766,HF,Related,1,1,,,,
91,1,7,DOG,1,,,,,HF,Related,1,1,,,,
91,1,8,EYE,1262,1262,1262,1262,1262,HF,Related,1,1,,,,
91,1,9,FISH,501,501,501,501,501,HF,Related,1,1,,,,
91,1,10,HAND,942,942,942,942,942,HF,Related,1,1,,,,
91,1,11,HEART,18,,,,,HF,Related,1,1,,,,
91,1,12,HORSE,891,891,891,891,891,HF,Related,1,1,,,,
91,1,13,LEG,697,697,697,697,697,HF,Related,1,1,,,,
91,1,14,LIPS,691,691,691,691,691,HF,Related,1,1,,,,
91,1,15,MOUNTAIN,762,762,762,762,762,HF,Related,1,1,,,,
91,1,16,RAIN,-400,,,,,HF,Related,1,1,,,,
91,1,17,SHOE,1284,1284,1284,1284,1284,HF,Related,1,1,,,,
91,1,18,SUN,1701,1701,1701,1701,1701,HF,Related,1,1,,,,
91,1,19,TABLE,1,,,,,HF,Related,1,1,,,,
91,1,20,TRAIN,1161,1161,1161,1161,1161,HF,Related,1,1,,,,
92,1,1,AIRPLANE,666,666,666,666,666,HF,Related,1,1,,,,
92,1,2,BED,884,884,884,884,884,HF,Related,1,1,,,,
92,1,3,BOTTLE,990,990,990,990,990,HF,Related,1,1,,,,
92,1,4,BREAD,909,909,909,909,909,HF,Related,1,1,,,,
92,1,5,CAR,637,637,637,637,637,HF,Related,1,1,,,,
92,1,6,CHURCH,768,768,768,768,768,HF,Related,1,1,,,,
92,1,7,DOG,956,956,956,956,956,HF,Related,1,1,,,,
92,1,8,EYE,966,966,966,966,966,HF,Related,1,1,,,,
92,1,9,FISH,792,792,792,792,792,HF,Related,1,1,,,,
92,1,10,HAND,923,923,923,923,923,HF,Related,1,1,,,,
92,1,11,HEART,947,947,947,947,947,HF,Related,1,1,,,,
92,1,12,HORSE,1074,1074,1074,1074,1074,HF,Related,1,1,,,,
92,1,13,LEG,745,745,745,745,745,HF,Related,1,1,,,,
92,1,14,LIPS,724,724,724,724,724,HF,Related,1,1,,,,
92,1,15,MOUNTAIN,1070,1070,1070,1070,1070,HF,Related,1,1,,,,
92,1,16,RAIN,1135,1135,1135,1135,1135,HF,Related,1,1,,,,
92,1,17,SHOE,892,892,892,892,892,HF,Related,1,1,,,,
92,1,18,SUN,720,720,720,720,720,HF,Related,1,1,,,,
92,1,19,TABLE,691,691,691,691,691,HF,Related,1,1,,,,
92,1,20,TRAIN,774,774,774,774,774,HF,Related,1,1,,,,
93,1,1,AIRPLANE,511,511,511,511,511,HF,Related,1,1,,,,
93,1,2,BED,461,461,461,461,461,HF,Related,1,1,,,,
93,1,3,BOTTLE,291,,,,,HF,Related,1,1,,,,
93,1,4,BREAD,329,329,329,329,329,HF,Related,1,1,,,,
93,1,5,CAR,1138,1138,1138,1138,1138,HF,Related,1,1,,,,
93,1,6,CHURCH,666,666,666,666,666,HF,Related,1,1,,,,
93,1,7,DOG,575,575,575,575,575,HF,Related,1,1,,,,
93,1,8,EYE,409,409,409,409,409,HF,Related,1,1,,,,
93,1,9,FISH,390,390,390,390,390,HF,Related,1,1,,,,
93,1,10,HAND,423,423,423,423,423,HF,Related,1,1,,,,
93,1,11,HEART,542,542,542,542,542,HF,Related,1,1,,,,
93,1,12,HORSE,359,359,359,359,359,HF,Related,1,1,,,,
93,1,13,LEG,494,494,494,494,494,HF,Related,1,1,,,,
93,1,14,LIPS,391,391,391,391,391,HF,Related,1,1,,,,
93,1,15,MOUNTAIN,383,383,383,383,383,HF,Related,1,1,,,,
93,1,16,RAIN,586,586,586,586,586,HF,Related,1,1,,,,
93,1,17,SHOE,500,500,500,500,500,HF,Related,1,1,,,,
93,1,18,SUN,849,849,849,849,849,HF,Related,1,1,,,,
93,1,19,TABLE,419,419,419,419,419,HF,Related,1,1,,,,
93,1,20,TRAIN,1,,,,,HF,Related,1,1,,,,
95,1,1,AIRPLANE,581,581,581,581,581,HF,Related,1,1,,,,
95,1,2,BED,754,754,754,754,754,HF,Related,1,1,,,,
95,1,3,BOTTLE,1018,1018,1018,1018,1018,HF,Related,1,1,,,,
95,1,4,BREAD,692,692,692,692,692,HF,Related,1,1,,,,
95,1,5,CAR,830,830,830,830,830,HF,Related,1,1,,,,
95,1,6,CHURCH,729,729,729,729,729,HF,Related,1,1,,,,
95,1,7,DOG,541,541,541,541,541,HF,Related,1,1,,,,
95,1,8,EYE,736,736,736,736,736,HF,Related,1,1,,,,
95,1,9,FISH,995,995,995,995,995,HF,Related,1,1,,,,
95,1,10,HAND,497,497,497,497,497,HF,Related,1,1,,,,
95,1,11,HEART,825,825,825,825,825,HF,Related,1,1,,,,
95,1,12,HORSE,585,585,585,585,585,HF,Related,1,1,,,,
95,1,13,LEG,670,670,670,670,670,HF,Related,1,1,,,,
95,1,14,LIPS,36,,,,,HF,Related,1,1,,,,
95,1,15,MOUNTAIN,684,684,684,684,684,HF,Related,1,1,,,,
95,1,16,RAIN,637,637,637,637,637,HF,Related,1,1,,,,
95,1,17,SHOE,453,453,453,453,453,HF,Related,1,1,,,,
95,1,18,SUN,839,839,839,839,839,HF,Related,1,1,,,,
95,1,19,TABLE,639,639,639,639,639,HF,Related,1,1,,,,
95,1,20,TRAIN,546,546,546,546,546,HF,Related,1,1,,,,
96,1,1,AIRPLANE,613,613,613,613,613,HF,Related,1,1,,,,
96,1,2,BED,1173,1173,1173,1173,1173,HF,Related,1,1,,,,
96,1,3,BOTTLE,762,762,762,762,762,HF,Related,1,1,,,,
96,1,4,BREAD,636,636,636,636,636,HF,Related,1,1,,,,
96,1,5,CAR,546,546,546,546,546,HF,Related,1,1,,,,
96,1,6,CHURCH,884,884,884,884,884,HF,Related,1,1,,,,
96,1,7,DOG,655,655,655,655,655,HF,Related,1,1,,,,
96,1,8,EYE,403,403,403,403,403,HF,Related,1,1,,,,
96,1,9,FISH,643,643,643,643,643,HF,Related,1,1,,,,
96,1,10,HAND,786,786,786,786,786,HF,Related,1,1,,,,
96,1,11,HEART,456,456,456,456,456,HF,Related,1,1,,,,
96,1,12,HORSE,486,486,486,486,486,HF,Related,1,1,,,,
