idv,iv,iv2,dv,exp
1,2,2,1.482994248,Biderman & Mudrik_2018_1
1,1,1,2.476108871,Biderman & Mudrik_2018_1
1,1,1,1.843886009,Biderman & Mudrik_2018_1
1,1,1,1.574662916,Biderman & Mudrik_2018_1
1,1,1,3.094981779,Biderman & Mudrik_2018_1
1,1,2,1.933797623,Biderman & Mudrik_2018_1
1,2,2,1.303652264,Biderman & Mudrik_2018_1
1,2,1,2.193253578,Biderman & Mudrik_2018_1
1,1,2,1.719596257,Biderman & Mudrik_2018_1
1,2,2,1.49663557,Biderman & Mudrik_2018_1
1,2,2,1.262456316,Biderman & Mudrik_2018_1
1,2,1,2.911882786,Biderman & Mudrik_2018_1
1,2,2,2.646821539,Biderman & Mudrik_2018_1
1,2,1,2.087375961,Biderman & Mudrik_2018_1
1,2,2,1.015981683,Biderman & Mudrik_2018_1
1,2,2,1.656368583,Biderman & Mudrik_2018_1
1,1,1,1.529927488,Biderman & Mudrik_2018_1
1,2,2,1.185951104,Biderman & Mudrik_2018_1
1,1,2,1.634679542,Biderman & Mudrik_2018_1
1,1,2,2.652773509,Biderman & Mudrik_2018_1
1,1,1,1.316612774,Biderman & Mudrik_2018_1
1,1,2,1.474736128,Biderman & Mudrik_2018_1
1,2,1,1.517316222,Biderman & Mudrik_2018_1
1,1,2,2.757410099,Biderman & Mudrik_2018_1
1,1,1,2.261912921,Biderman & Mudrik_2018_1
1,2,2,1.103667545,Biderman & Mudrik_2018_1
1,2,2,1.735030554,Biderman & Mudrik_2018_1
1,1,2,2.043535169,Biderman & Mudrik_2018_1
1,1,1,1.418210229,Biderman & Mudrik_2018_1
1,1,1,0.779791355,Biderman & Mudrik_2018_1
1,1,1,2.248079444,Biderman & Mudrik_2018_1
1,1,1,1.574718795,Biderman & Mudrik_2018_1
1,1,2,1.684123917,Biderman & Mudrik_2018_1
1,2,1,1.406086479,Biderman & Mudrik_2018_1
1,1,1,1.4898457,Biderman & Mudrik_2018_1
1,2,2,1.585655116,Biderman & Mudrik_2018_1
1,2,2,0.858750967,Biderman & Mudrik_2018_1
1,1,2,2.427474457,Biderman & Mudrik_2018_1
1,2,2,1.277247719,Biderman & Mudrik_2018_1
1,1,2,1.230717891,Biderman & Mudrik_2018_1
1,1,1,3.472230696,Biderman & Mudrik_2018_1
1,1,1,3.358108359,Biderman & Mudrik_2018_1
1,2,2,1.452396497,Biderman & Mudrik_2018_1
1,2,2,1.338852621,Biderman & Mudrik_2018_1
1,1,1,1.711086681,Biderman & Mudrik_2018_1
1,1,2,1.357840082,Biderman & Mudrik_2018_1
1,2,1,1.521207226,Biderman & Mudrik_2018_1
1,2,1,1.766352452,Biderman & Mudrik_2018_1
1,1,1,1.393397381,Biderman & Mudrik_2018_1
1,2,1,1.951829439,Biderman & Mudrik_2018_1
1,2,2,1.32102522,Biderman & Mudrik_2018_1
1,1,1,0.772601778,Biderman & Mudrik_2018_1
1,2,2,0.934992465,Biderman & Mudrik_2018_1
1,2,1,1.207633016,Biderman & Mudrik_2018_1
1,2,2,1.567438557,Biderman & Mudrik_2018_1
1,2,1,1.733812905,Biderman & Mudrik_2018_1
1,2,2,0.895481155,Biderman & Mudrik_2018_1
1,1,2,1.282571906,Biderman & Mudrik_2018_1
1,1,1,1.232666244,Biderman & Mudrik_2018_1
1,2,2,1.010952857,Biderman & Mudrik_2018_1
1,1,1,0.991024576,Biderman & Mudrik_2018_1
1,2,2,1.508656115,Biderman & Mudrik_2018_1
1,2,1,1.287545993,Biderman & Mudrik_2018_1
1,1,2,1.316309431,Biderman & Mudrik_2018_1
1,2,1,0.960352129,Biderman & Mudrik_2018_1
1,1,1,2.078976718,Biderman & Mudrik_2018_1
1,2,2,1.027471948,Biderman & Mudrik_2018_1
1,1,1,1.006952661,Biderman & Mudrik_2018_1
1,1,2,1.338509079,Biderman & Mudrik_2018_1
1,2,1,2.379158781,Biderman & Mudrik_2018_1
1,2,2,1.050536866,Biderman & Mudrik_2018_1
1,1,1,0.79173749,Biderman & Mudrik_2018_1
1,2,1,1.303214355,Biderman & Mudrik_2018_1
1,1,2,2.992962095,Biderman & Mudrik_2018_1
1,1,2,1.795997694,Biderman & Mudrik_2018_1
1,1,2,1.237893783,Biderman & Mudrik_2018_1
1,1,1,1.007504323,Biderman & Mudrik_2018_1
1,2,2,0.766650093,Biderman & Mudrik_2018_1
1,2,1,0.956477376,Biderman & Mudrik_2018_1
1,2,2,1.103184876,Biderman & Mudrik_2018_1
1,2,1,1.651550443,Biderman & Mudrik_2018_1
1,1,1,2.531531159,Biderman & Mudrik_2018_1
1,1,1,0.849145764,Biderman & Mudrik_2018_1
1,2,2,1.480742552,Biderman & Mudrik_2018_1
1,2,1,0.853701899,Biderman & Mudrik_2018_1
1,2,2,0.857460618,Biderman & Mudrik_2018_1
1,1,1,0.801280827,Biderman & Mudrik_2018_1
1,2,2,0.99770896,Biderman & Mudrik_2018_1
1,2,1,0.823538921,Biderman & Mudrik_2018_1
1,1,1,0.735748428,Biderman & Mudrik_2018_1
1,1,2,2.004052654,Biderman & Mudrik_2018_1
1,2,1,0.95723887,Biderman & Mudrik_2018_1
1,1,1,1.315217509,Biderman & Mudrik_2018_1
1,1,2,0.916687241,Biderman & Mudrik_2018_1
1,2,2,1.323715966,Biderman & Mudrik_2018_1
1,2,2,0.933939602,Biderman & Mudrik_2018_1
1,2,2,1.895782218,Biderman & Mudrik_2018_1
1,1,1,0.838586056,Biderman & Mudrik_2018_1
1,2,1,1.414572106,Biderman & Mudrik_2018_1
1,2,2,1.421337744,Biderman & Mudrik_2018_1
1,1,2,1.027932665,Biderman & Mudrik_2018_1
1,2,1,0.842287755,Biderman & Mudrik_2018_1
1,2,1,1.042021304,Biderman & Mudrik_2018_1
1,2,2,1.435603713,Biderman & Mudrik_2018_1
1,1,1,1.283474523,Biderman & Mudrik_2018_1
1,1,1,0.801957077,Biderman & Mudrik_2018_1
1,2,2,1.011001323,Biderman & Mudrik_2018_1
1,2,1,2.022676331,Biderman & Mudrik_2018_1
1,1,2,1.430455431,Biderman & Mudrik_2018_1
1,1,1,0.815956195,Biderman & Mudrik_2018_1
1,2,1,1.309221064,Biderman & Mudrik_2018_1
1,2,2,0.746241994,Biderman & Mudrik_2018_1
1,1,2,1.467985887,Biderman & Mudrik_2018_1
1,2,1,1.021344358,Biderman & Mudrik_2018_1
1,2,1,1.14078632,Biderman & Mudrik_2018_1
1,2,1,0.939087313,Biderman & Mudrik_2018_1
1,2,2,0.94220713,Biderman & Mudrik_2018_1
1,2,2,0.672637358,Biderman & Mudrik_2018_1
1,1,1,0.679413544,Biderman & Mudrik_2018_1
1,1,1,3.082408716,Biderman & Mudrik_2018_1
1,2,1,1.656719252,Biderman & Mudrik_2018_1
1,2,1,2.366295204,Biderman & Mudrik_2018_1
1,1,1,0.733598512,Biderman & Mudrik_2018_1
1,2,2,1.514564466,Biderman & Mudrik_2018_1
1,2,1,1.899576574,Biderman & Mudrik_2018_1
1,1,1,1.537625108,Biderman & Mudrik_2018_1
1,2,1,1.193489639,Biderman & Mudrik_2018_1
1,2,2,0.843101707,Biderman & Mudrik_2018_1
1,2,2,1.093214178,Biderman & Mudrik_2018_1
1,1,2,1.136255274,Biderman & Mudrik_2018_1
1,1,1,0.679408697,Biderman & Mudrik_2018_1
1,1,2,1.421811005,Biderman & Mudrik_2018_1
1,1,2,0.872157369,Biderman & Mudrik_2018_1
1,2,1,0.973410998,Biderman & Mudrik_2018_1
1,1,2,0.885688073,Biderman & Mudrik_2018_1
1,1,1,0.987508189,Biderman & Mudrik_2018_1
1,2,1,1.016872041,Biderman & Mudrik_2018_1
1,2,2,1.553568873,Biderman & Mudrik_2018_1
1,2,1,1.322230325,Biderman & Mudrik_2018_1
1,1,2,0.834407104,Biderman & Mudrik_2018_1
1,1,1,1.414810448,Biderman & Mudrik_2018_1
1,2,2,0.903738705,Biderman & Mudrik_2018_1
1,2,2,1.13702247,Biderman & Mudrik_2018_1
1,2,1,0.921127627,Biderman & Mudrik_2018_1
1,2,2,0.854972006,Biderman & Mudrik_2018_1
1,1,1,0.899406371,Biderman & Mudrik_2018_1
1,2,1,1.941876132,Biderman & Mudrik_2018_1
1,1,1,1.393850115,Biderman & Mudrik_2018_1
1,1,2,1.069312785,Biderman & Mudrik_2018_1
1,2,1,1.199669972,Biderman & Mudrik_2018_1
1,1,2,1.726207086,Biderman & Mudrik_2018_1
1,1,2,1.135984146,Biderman & Mudrik_2018_1
1,2,1,0.937025492,Biderman & Mudrik_2018_1
1,1,2,0.835216494,Biderman & Mudrik_2018_1
1,2,1,1.22707036,Biderman & Mudrik_2018_1
1,1,2,1.117853117,Biderman & Mudrik_2018_1
1,1,1,1.012427664,Biderman & Mudrik_2018_1
1,2,1,0.75427004,Biderman & Mudrik_2018_1
1,2,2,1.198701497,Biderman & Mudrik_2018_1
1,1,1,0.693951781,Biderman & Mudrik_2018_1
2,1,1,1.42666921,Biderman & Mudrik_2018_1
2,1,2,1.578370764,Biderman & Mudrik_2018_1
2,2,2,1.184750758,Biderman & Mudrik_2018_1
2,1,2,1.352996586,Biderman & Mudrik_2018_1
2,1,1,0.84760195,Biderman & Mudrik_2018_1
2,2,1,1.207485379,Biderman & Mudrik_2018_1
2,2,2,0.939887808,Biderman & Mudrik_2018_1
2,2,1,2.063393962,Biderman & Mudrik_2018_1
2,1,1,1.162447492,Biderman & Mudrik_2018_1
2,1,2,1.837540819,Biderman & Mudrik_2018_1
2,2,2,1.095057302,Biderman & Mudrik_2018_1
2,2,2,0.830880915,Biderman & Mudrik_2018_1
2,1,2,1.306145187,Biderman & Mudrik_2018_1
2,2,2,0.972909072,Biderman & Mudrik_2018_1
2,1,2,0.817957679,Biderman & Mudrik_2018_1
2,2,1,1.379068856,Biderman & Mudrik_2018_1
2,2,2,1.245216187,Biderman & Mudrik_2018_1
2,1,2,1.572214059,Biderman & Mudrik_2018_1
2,1,1,1.122504888,Biderman & Mudrik_2018_1
2,1,2,1.180646763,Biderman & Mudrik_2018_1
2,1,1,0.79969369,Biderman & Mudrik_2018_1
2,2,2,0.760074958,Biderman & Mudrik_2018_1
2,1,1,0.979399058,Biderman & Mudrik_2018_1
2,2,1,1.029657101,Biderman & Mudrik_2018_1
2,1,1,0.886394181,Biderman & Mudrik_2018_1
2,1,2,1.732651606,Biderman & Mudrik_2018_1
2,2,1,1.340407486,Biderman & Mudrik_2018_1
2,1,1,0.855059275,Biderman & Mudrik_2018_1
2,2,2,1.673230207,Biderman & Mudrik_2018_1
2,2,1,1.101102248,Biderman & Mudrik_2018_1
2,2,2,1.011182139,Biderman & Mudrik_2018_1
2,1,1,0.837652007,Biderman & Mudrik_2018_1
2,1,1,0.742727276,Biderman & Mudrik_2018_1
2,1,1,1.437184503,Biderman & Mudrik_2018_1
2,1,1,0.801679972,Biderman & Mudrik_2018_1
2,1,1,0.730675017,Biderman & Mudrik_2018_1
2,2,1,1.19070932,Biderman & Mudrik_2018_1
2,1,1,0.992501906,Biderman & Mudrik_2018_1
2,2,2,0.835791739,Biderman & Mudrik_2018_1
2,1,1,1.806338199,Biderman & Mudrik_2018_1
2,2,1,1.401886156,Biderman & Mudrik_2018_1
2,2,2,0.940636192,Biderman & Mudrik_2018_1
2,1,2,0.843670155,Biderman & Mudrik_2018_1
2,2,2,1.074598339,Biderman & Mudrik_2018_1
2,1,1,0.825141309,Biderman & Mudrik_2018_1
2,2,1,0.895297526,Biderman & Mudrik_2018_1
2,1,2,1.128458603,Biderman & Mudrik_2018_1
2,2,2,0.811570614,Biderman & Mudrik_2018_1
2,1,1,0.741457447,Biderman & Mudrik_2018_1
2,1,2,0.965304922,Biderman & Mudrik_2018_1
2,2,2,0.980595332,Biderman & Mudrik_2018_1
2,1,1,0.919156861,Biderman & Mudrik_2018_1
2,1,2,0.851630964,Biderman & Mudrik_2018_1
2,2,1,1.125913527,Biderman & Mudrik_2018_1
2,2,2,0.775523883,Biderman & Mudrik_2018_1
2,1,2,1.228946179,Biderman & Mudrik_2018_1
2,2,2,1.130289221,Biderman & Mudrik_2018_1
2,1,1,0.876676309,Biderman & Mudrik_2018_1
2,2,2,1.036590414,Biderman & Mudrik_2018_1
2,1,2,1.044394989,Biderman & Mudrik_2018_1
2,1,2,1.016327599,Biderman & Mudrik_2018_1
2,1,1,0.6835274,Biderman & Mudrik_2018_1
2,2,2,0.808836233,Biderman & Mudrik_2018_1
2,1,1,0.679213858,Biderman & Mudrik_2018_1
2,1,1,0.756138601,Biderman & Mudrik_2018_1
2,2,1,0.969984531,Biderman & Mudrik_2018_1
2,2,2,0.743652707,Biderman & Mudrik_2018_1
2,2,1,0.875997774,Biderman & Mudrik_2018_1
2,2,1,0.851935734,Biderman & Mudrik_2018_1
2,2,1,0.927944456,Biderman & Mudrik_2018_1
2,2,2,0.684792383,Biderman & Mudrik_2018_1
2,1,1,0.599466067,Biderman & Mudrik_2018_1
2,2,1,0.74026773,Biderman & Mudrik_2018_1
2,1,1,0.68151717,Biderman & Mudrik_2018_1
2,1,1,0.771075489,Biderman & Mudrik_2018_1
2,2,2,0.93029709,Biderman & Mudrik_2018_1
2,2,1,0.797342767,Biderman & Mudrik_2018_1
2,2,1,0.972690117,Biderman & Mudrik_2018_1
2,1,1,0.996646955,Biderman & Mudrik_2018_1
2,2,1,1.015560398,Biderman & Mudrik_2018_1
2,1,2,0.913467147,Biderman & Mudrik_2018_1
2,2,2,0.785217807,Biderman & Mudrik_2018_1
2,2,2,0.684778128,Biderman & Mudrik_2018_1
2,1,1,0.77232023,Biderman & Mudrik_2018_1
2,1,2,0.777495625,Biderman & Mudrik_2018_1
2,1,1,0.739062904,Biderman & Mudrik_2018_1
2,1,1,0.664057729,Biderman & Mudrik_2018_1
2,2,2,0.770302302,Biderman & Mudrik_2018_1
2,2,2,1.120145982,Biderman & Mudrik_2018_1
2,2,1,0.671860594,Biderman & Mudrik_2018_1
2,1,1,0.798395921,Biderman & Mudrik_2018_1
2,1,2,0.819677109,Biderman & Mudrik_2018_1
2,2,1,1.047498288,Biderman & Mudrik_2018_1
2,1,1,0.700729681,Biderman & Mudrik_2018_1
2,2,2,0.681126299,Biderman & Mudrik_2018_1
2,1,1,1.269309303,Biderman & Mudrik_2018_1
2,2,2,0.763700557,Biderman & Mudrik_2018_1
2,1,1,0.687665892,Biderman & Mudrik_2018_1
2,1,2,1.046057114,Biderman & Mudrik_2018_1
2,2,2,1.028309154,Biderman & Mudrik_2018_1
2,1,2,0.845636195,Biderman & Mudrik_2018_1
2,2,2,0.924747645,Biderman & Mudrik_2018_1
2,2,2,0.813613916,Biderman & Mudrik_2018_1
2,2,1,0.859844941,Biderman & Mudrik_2018_1
2,1,1,0.937609015,Biderman & Mudrik_2018_1
2,1,1,0.665050728,Biderman & Mudrik_2018_1
2,1,2,0.907547644,Biderman & Mudrik_2018_1
2,1,1,0.689731431,Biderman & Mudrik_2018_1
2,2,1,0.88682696,Biderman & Mudrik_2018_1
2,2,2,0.691341098,Biderman & Mudrik_2018_1
2,1,2,0.754421167,Biderman & Mudrik_2018_1
2,1,1,0.835657172,Biderman & Mudrik_2018_1
2,2,2,0.618718493,Biderman & Mudrik_2018_1
2,2,2,0.810770627,Biderman & Mudrik_2018_1
2,1,1,0.682519006,Biderman & Mudrik_2018_1
2,2,1,0.970495712,Biderman & Mudrik_2018_1
2,2,1,0.838398966,Biderman & Mudrik_2018_1
2,1,2,0.836766206,Biderman & Mudrik_2018_1
2,2,2,0.64729621,Biderman & Mudrik_2018_1
2,1,1,0.648897894,Biderman & Mudrik_2018_1
2,1,1,0.694298712,Biderman & Mudrik_2018_1
2,2,2,0.778117425,Biderman & Mudrik_2018_1
2,1,1,1.065560997,Biderman & Mudrik_2018_1
2,2,2,0.733978169,Biderman & Mudrik_2018_1
2,2,2,1.028506157,Biderman & Mudrik_2018_1
2,1,1,0.604944808,Biderman & Mudrik_2018_1
2,2,2,0.703372831,Biderman & Mudrik_2018_1
2,1,1,0.669717507,Biderman & Mudrik_2018_1
2,1,2,0.844216118,Biderman & Mudrik_2018_1
2,1,1,0.949746804,Biderman & Mudrik_2018_1
2,2,2,0.686684297,Biderman & Mudrik_2018_1
2,2,2,0.74019332,Biderman & Mudrik_2018_1
2,2,2,0.731503228,Biderman & Mudrik_2018_1
2,1,1,0.924555203,Biderman & Mudrik_2018_1
2,2,2,0.748133032,Biderman & Mudrik_2018_1
2,2,1,0.783903217,Biderman & Mudrik_2018_1
2,2,2,1.013370556,Biderman & Mudrik_2018_1
2,1,1,0.566831967,Biderman & Mudrik_2018_1
2,2,2,0.592599182,Biderman & Mudrik_2018_1
2,1,2,0.765188487,Biderman & Mudrik_2018_1
2,2,1,0.789096004,Biderman & Mudrik_2018_1
2,2,2,0.812615215,Biderman & Mudrik_2018_1
2,2,1,0.961778536,Biderman & Mudrik_2018_1
2,2,1,0.841245106,Biderman & Mudrik_2018_1
2,1,1,0.923673963,Biderman & Mudrik_2018_1
2,1,1,0.871292506,Biderman & Mudrik_2018_1
2,1,1,0.646121034,Biderman & Mudrik_2018_1
2,1,1,0.777430623,Biderman & Mudrik_2018_1
2,2,2,0.787512281,Biderman & Mudrik_2018_1
2,2,1,0.712448661,Biderman & Mudrik_2018_1
2,1,2,0.680348265,Biderman & Mudrik_2018_1
2,2,2,0.639542383,Biderman & Mudrik_2018_1
2,1,1,0.914079539,Biderman & Mudrik_2018_1
2,1,1,0.775403001,Biderman & Mudrik_2018_1
2,2,2,0.669255362,Biderman & Mudrik_2018_1
2,1,2,0.976593687,Biderman & Mudrik_2018_1
2,2,2,0.638475258,Biderman & Mudrik_2018_1
2,1,1,0.948228939,Biderman & Mudrik_2018_1
2,2,2,0.800669868,Biderman & Mudrik_2018_1
2,1,1,0.696083714,Biderman & Mudrik_2018_1
2,2,2,0.884551873,Biderman & Mudrik_2018_1
2,2,1,0.863807241,Biderman & Mudrik_2018_1
2,2,2,0.664776463,Biderman & Mudrik_2018_1
2,2,2,0.748527038,Biderman & Mudrik_2018_1
2,2,1,0.894938302,Biderman & Mudrik_2018_1
2,1,2,0.876634684,Biderman & Mudrik_2018_1
2,2,2,0.928620995,Biderman & Mudrik_2018_1
2,1,1,0.776782879,Biderman & Mudrik_2018_1
2,2,2,0.798644812,Biderman & Mudrik_2018_1
2,1,2,0.758643478,Biderman & Mudrik_2018_1
2,1,2,0.718809782,Biderman & Mudrik_2018_1
2,1,2,0.88867611,Biderman & Mudrik_2018_1
2,1,1,0.677018598,Biderman & Mudrik_2018_1
2,1,1,0.701311568,Biderman & Mudrik_2018_1
2,1,2,0.924413794,Biderman & Mudrik_2018_1
2,2,2,0.642250819,Biderman & Mudrik_2018_1
2,2,2,0.703508538,Biderman & Mudrik_2018_1
2,1,2,1.188872144,Biderman & Mudrik_2018_1
2,1,1,1.121320303,Biderman & Mudrik_2018_1
2,1,2,0.843543856,Biderman & Mudrik_2018_1
2,1,2,0.803934247,Biderman & Mudrik_2018_1
2,2,2,1.104554508,Biderman & Mudrik_2018_1
2,1,1,0.716743102,Biderman & Mudrik_2018_1
2,2,2,0.599943037,Biderman & Mudrik_2018_1
2,2,2,0.783084699,Biderman & Mudrik_2018_1
2,1,2,0.87095837,Biderman & Mudrik_2018_1
2,2,2,0.74864963,Biderman & Mudrik_2018_1
2,1,1,0.796475497,Biderman & Mudrik_2018_1
2,2,2,1.03643475,Biderman & Mudrik_2018_1
2,1,1,0.673218518,Biderman & Mudrik_2018_1
2,2,2,0.717661404,Biderman & Mudrik_2018_1
2,1,1,0.586070138,Biderman & Mudrik_2018_1
2,2,1,0.952353461,Biderman & Mudrik_2018_1
2,1,2,0.732690949,Biderman & Mudrik_2018_1
2,1,1,0.812426195,Biderman & Mudrik_2018_1
2,1,2,0.907009948,Biderman & Mudrik_2018_1
2,1,1,0.607236146,Biderman & Mudrik_2018_1
2,2,2,0.674434464,Biderman & Mudrik_2018_1
2,2,2,0.730920487,Biderman & Mudrik_2018_1
2,1,1,0.694648242,Biderman & Mudrik_2018_1
2,2,2,0.631378868,Biderman & Mudrik_2018_1
2,1,1,0.663245198,Biderman & Mudrik_2018_1
2,2,2,0.696669877,Biderman & Mudrik_2018_1
2,1,1,0.603283538,Biderman & Mudrik_2018_1
2,1,1,0.771004785,Biderman & Mudrik_2018_1
2,2,2,0.61489475,Biderman & Mudrik_2018_1
2,2,1,1.029179845,Biderman & Mudrik_2018_1
2,1,1,0.721470322,Biderman & Mudrik_2018_1
2,2,1,1.189964642,Biderman & Mudrik_2018_1
2,2,2,0.658259393,Biderman & Mudrik_2018_1
2,1,1,0.749305072,Biderman & Mudrik_2018_1
2,2,1,0.757222261,Biderman & Mudrik_2018_1
2,1,2,0.828855574,Biderman & Mudrik_2018_1
2,1,1,0.71533614,Biderman & Mudrik_2018_1
2,2,2,0.637088824,Biderman & Mudrik_2018_1
2,1,2,0.732083119,Biderman & Mudrik_2018_1
2,1,1,0.660445529,Biderman & Mudrik_2018_1
2,2,2,0.70571121,Biderman & Mudrik_2018_1
2,2,1,0.854586866,Biderman & Mudrik_2018_1
2,2,2,0.614417495,Biderman & Mudrik_2018_1
2,1,2,0.724433352,Biderman & Mudrik_2018_1
3,2,2,2.985574091,Biderman & Mudrik_2018_1
3,1,1,2.439418596,Biderman & Mudrik_2018_1
3,2,2,2.592129669,Biderman & Mudrik_2018_1
3,2,1,2.286886279,Biderman & Mudrik_2018_1
3,1,1,1.457982118,Biderman & Mudrik_2018_1
3,1,1,2.397345405,Biderman & Mudrik_2018_1
3,1,2,2.835149496,Biderman & Mudrik_2018_1
3,2,1,3.103690353,Biderman & Mudrik_2018_1
3,1,2,3.195336782,Biderman & Mudrik_2018_1
3,1,2,2.595574781,Biderman & Mudrik_2018_1
3,1,1,3.355050408,Biderman & Mudrik_2018_1
3,2,2,1.855325527,Biderman & Mudrik_2018_1
3,2,1,3.041926081,Biderman & Mudrik_2018_1
3,1,2,1.594657054,Biderman & Mudrik_2018_1
3,1,2,2.500331283,Biderman & Mudrik_2018_1
3,2,1,3.060637283,Biderman & Mudrik_2018_1
3,1,2,2.157370413,Biderman & Mudrik_2018_1
3,1,1,2.289944514,Biderman & Mudrik_2018_1
3,2,1,2.712195139,Biderman & Mudrik_2018_1
3,1,2,2.17126091,Biderman & Mudrik_2018_1
3,1,1,2.375709108,Biderman & Mudrik_2018_1
3,2,1,2.359321446,Biderman & Mudrik_2018_1
3,1,2,2.534977982,Biderman & Mudrik_2018_1
3,1,2,1.873928677,Biderman & Mudrik_2018_1
3,2,1,1.92041688,Biderman & Mudrik_2018_1
3,1,1,2.716532034,Biderman & Mudrik_2018_1
3,1,2,2.907821009,Biderman & Mudrik_2018_1
3,2,1,1.877072441,Biderman & Mudrik_2018_1
3,2,1,3.670576107,Biderman & Mudrik_2018_1
3,1,1,2.444893884,Biderman & Mudrik_2018_1
3,2,1,3.940007891,Biderman & Mudrik_2018_1
3,1,1,1.870752126,Biderman & Mudrik_2018_1
3,2,2,2.018722036,Biderman & Mudrik_2018_1
3,2,2,1.784455257,Biderman & Mudrik_2018_1
3,1,2,1.679156387,Biderman & Mudrik_2018_1
3,1,1,2.232744646,Biderman & Mudrik_2018_1
3,2,1,2.944569159,Biderman & Mudrik_2018_1
3,2,2,2.253230862,Biderman & Mudrik_2018_1
3,2,2,3.888866905,Biderman & Mudrik_2018_1
3,1,2,3.654443607,Biderman & Mudrik_2018_1
3,2,1,3.936183315,Biderman & Mudrik_2018_1
3,2,2,1.914846655,Biderman & Mudrik_2018_1
3,1,2,2.926564427,Biderman & Mudrik_2018_1
3,2,2,3.559964169,Biderman & Mudrik_2018_1
3,1,2,3.483143354,Biderman & Mudrik_2018_1
3,2,1,1.574251235,Biderman & Mudrik_2018_1
3,2,2,2.002918538,Biderman & Mudrik_2018_1
3,1,2,2.583362081,Biderman & Mudrik_2018_1
3,1,2,2.068978366,Biderman & Mudrik_2018_1
3,2,1,2.011767379,Biderman & Mudrik_2018_1
3,1,2,2.534124972,Biderman & Mudrik_2018_1
3,2,1,1.867111152,Biderman & Mudrik_2018_1
3,1,2,2.584766754,Biderman & Mudrik_2018_1
3,2,2,2.24374711,Biderman & Mudrik_2018_1
3,1,2,1.344562829,Biderman & Mudrik_2018_1
3,2,2,3.784985822,Biderman & Mudrik_2018_1
3,1,1,2.935345985,Biderman & Mudrik_2018_1
3,1,2,2.676731922,Biderman & Mudrik_2018_1
3,1,1,1.681365033,Biderman & Mudrik_2018_1
3,1,1,2.555744163,Biderman & Mudrik_2018_1
3,2,2,1.761183358,Biderman & Mudrik_2018_1
3,1,1,1.260281311,Biderman & Mudrik_2018_1
3,2,1,2.559264541,Biderman & Mudrik_2018_1
3,1,1,2.31038711,Biderman & Mudrik_2018_1
3,2,1,2.801656585,Biderman & Mudrik_2018_1
3,2,2,3.452995771,Biderman & Mudrik_2018_1
3,2,2,1.802105042,Biderman & Mudrik_2018_1
3,1,2,2.274217138,Biderman & Mudrik_2018_1
3,2,2,1.71960481,Biderman & Mudrik_2018_1
3,2,2,3.341960749,Biderman & Mudrik_2018_1
3,2,1,2.592986385,Biderman & Mudrik_2018_1
3,2,2,1.915702516,Biderman & Mudrik_2018_1
3,2,1,2.568775092,Biderman & Mudrik_2018_1
3,1,2,1.650246409,Biderman & Mudrik_2018_1
3,1,1,2.397926432,Biderman & Mudrik_2018_1
3,2,1,2.063160677,Biderman & Mudrik_2018_1
