idv,iv,dv,exp
1 aag,rel,1099.2,Faivre et al._2014_4_incong
1 aag,unrel,622.1,Faivre et al._2014_4_cong
1 aag,unrel,3307,Faivre et al._2014_4_incong
1 aag,unrel,729.8,Faivre et al._2014_4_incong
1 aag,unrel,640.4,Faivre et al._2014_4_incong
1 aag,rel,698.2,Faivre et al._2014_4_cong
1 aag,unrel,1802.1,Faivre et al._2014_4_cong
1 aag,rel,943.4,Faivre et al._2014_4_incong
1 aag,rel,496.4,Faivre et al._2014_4_cong
1 aag,rel,1501.5,Faivre et al._2014_4_incong
1 aag,unrel,726.5,Faivre et al._2014_4_incong
1 aag,rel,391.6,Faivre et al._2014_4_incong
1 aag,unrel,2671.7,Faivre et al._2014_4_cong
1 aag,rel,705.6,Faivre et al._2014_4_cong
1 aag,rel,1463,Faivre et al._2014_4_incong
1 aag,unrel,840.9,Faivre et al._2014_4_incong
1 aag,rel,558.9,Faivre et al._2014_4_cong
1 aag,unrel,627,Faivre et al._2014_4_incong
1 aag,unrel,481.1,Faivre et al._2014_4_cong
1 aag,unrel,524.8,Faivre et al._2014_4_incong
1 aag,unrel,374.9,Faivre et al._2014_4_incong
1 aag,unrel,503.3,Faivre et al._2014_4_cong
1 aag,rel,1871.8,Faivre et al._2014_4_incong
1 aag,rel,3919.3,Faivre et al._2014_4_cong
1 aag,unrel,469.6,Faivre et al._2014_4_incong
1 aag,unrel,578.9,Faivre et al._2014_4_incong
1 aag,rel,1080.8,Faivre et al._2014_4_incong
1 aag,unrel,532,Faivre et al._2014_4_cong
1 aag,rel,943.1,Faivre et al._2014_4_cong
1 aag,rel,710.8,Faivre et al._2014_4_cong
1 aag,rel,525.5,Faivre et al._2014_4_cong
1 aag,rel,652,Faivre et al._2014_4_cong
1 aag,unrel,639.6,Faivre et al._2014_4_incong
1 aag,rel,776.8,Faivre et al._2014_4_incong
1 aag,unrel,519.7,Faivre et al._2014_4_cong
1 aag,rel,941,Faivre et al._2014_4_incong
1 aag,rel,878.9,Faivre et al._2014_4_cong
1 aag,unrel,670.4,Faivre et al._2014_4_cong
1 aag,rel,456.4,Faivre et al._2014_4_cong
1 aag,unrel,854.9,Faivre et al._2014_4_cong
1 aag,rel,703.7,Faivre et al._2014_4_cong
1 aag,unrel,382.6,Faivre et al._2014_4_cong
1 aag,unrel,462.4,Faivre et al._2014_4_cong
1 aag,unrel,708.5,Faivre et al._2014_4_incong
1 aag,unrel,491,Faivre et al._2014_4_cong
1 aag,rel,738.1,Faivre et al._2014_4_incong
1 aag,unrel,704.3,Faivre et al._2014_4_incong
1 aag,rel,1106.9,Faivre et al._2014_4_incong
1 aag,rel,681.4,Faivre et al._2014_4_cong
1 aag,unrel,624.2,Faivre et al._2014_4_incong
1 aag,rel,808.1,Faivre et al._2014_4_incong
1 aag,unrel,1337.7,Faivre et al._2014_4_incong
1 aag,rel,780.4,Faivre et al._2014_4_cong
1 aag,unrel,604.8,Faivre et al._2014_4_incong
1 aag,unrel,1068,Faivre et al._2014_4_cong
1 aag,unrel,458,Faivre et al._2014_4_cong
1 aag,rel,588.7,Faivre et al._2014_4_incong
1 aag,unrel,1517.6,Faivre et al._2014_4_incong
1 aag,unrel,878.9,Faivre et al._2014_4_incong
1 aag,unrel,555.1,Faivre et al._2014_4_cong
1 aag,unrel,1992.5,Faivre et al._2014_4_incong
1 aag,rel,569.4,Faivre et al._2014_4_incong
1 aag,rel,443.6,Faivre et al._2014_4_cong
1 aag,unrel,324.6,Faivre et al._2014_4_cong
1 aag,rel,858.4,Faivre et al._2014_4_cong
1 aag,unrel,1459.7,Faivre et al._2014_4_incong
1 aag,rel,416.9,Faivre et al._2014_4_cong
1 aag,unrel,661.8,Faivre et al._2014_4_incong
1 aag,rel,715.3,Faivre et al._2014_4_incong
1 aag,rel,393.3,Faivre et al._2014_4_cong
1 aag,rel,1745.5,Faivre et al._2014_4_cong
1 aag,unrel,842.9,Faivre et al._2014_4_incong
1 aag,rel,1266.7,Faivre et al._2014_4_cong
1 aag,unrel,474.1,Faivre et al._2014_4_cong
1 aag,unrel,568.7,Faivre et al._2014_4_incong
1 aag,unrel,709.5,Faivre et al._2014_4_cong
1 aag,rel,364.7,Faivre et al._2014_4_cong
1 aag,rel,500.8,Faivre et al._2014_4_incong
1 aag,unrel,941.5,Faivre et al._2014_4_incong
1 aag,rel,446.4,Faivre et al._2014_4_incong
1 aag,unrel,513,Faivre et al._2014_4_cong
1 aag,rel,888,Faivre et al._2014_4_cong
1 aag,rel,700.8,Faivre et al._2014_4_incong
1 aag,unrel,451,Faivre et al._2014_4_cong
1 aag,rel,381.8,Faivre et al._2014_4_cong
1 aag,unrel,683.8,Faivre et al._2014_4_incong
1 aag,unrel,788.5,Faivre et al._2014_4_cong
1 aag,rel,403.2,Faivre et al._2014_4_cong
1 aag,rel,558.2,Faivre et al._2014_4_incong
1 aag,unrel,488.6,Faivre et al._2014_4_cong
1 aag,rel,2018.7,Faivre et al._2014_4_cong
1 aag,unrel,1763.6,Faivre et al._2014_4_cong
1 aag,rel,1515.6,Faivre et al._2014_4_cong
1 aag,rel,886.6,Faivre et al._2014_4_cong
1 aag,rel,617.4,Faivre et al._2014_4_incong
1 aag,unrel,364.8,Faivre et al._2014_4_cong
1 aag,rel,950.7,Faivre et al._2014_4_incong
1 aag,rel,457.8,Faivre et al._2014_4_incong
1 aag,rel,415.4,Faivre et al._2014_4_incong
1 aag,rel,359.9,Faivre et al._2014_4_incong
1 aag,unrel,376.7,Faivre et al._2014_4_incong
1 aag,unrel,548.8,Faivre et al._2014_4_cong
1 aag,unrel,407.4,Faivre et al._2014_4_cong
1 aag,rel,405,Faivre et al._2014_4_cong
1 aag,rel,488.9,Faivre et al._2014_4_incong
1 aag,rel,495.7,Faivre et al._2014_4_cong
1 aag,unrel,577.4,Faivre et al._2014_4_cong
1 aag,unrel,611.2,Faivre et al._2014_4_cong
1 aag,unrel,591.3,Faivre et al._2014_4_incong
1 aag,unrel,505.1,Faivre et al._2014_4_incong
1 aag,rel,711.5,Faivre et al._2014_4_incong
1 aag,unrel,441,Faivre et al._2014_4_cong
1 aag,rel,1639.4,Faivre et al._2014_4_incong
1 aag,rel,1411.3,Faivre et al._2014_4_cong
1 aag,rel,615.5,Faivre et al._2014_4_incong
1 aag,rel,716.6,Faivre et al._2014_4_cong
1 aag,rel,1802.9,Faivre et al._2014_4_incong
1 aag,unrel,2356.4,Faivre et al._2014_4_incong
1 aag,unrel,517.5,Faivre et al._2014_4_cong
1 aag,rel,1563.7,Faivre et al._2014_4_cong
1 aag,unrel,505.6,Faivre et al._2014_4_incong
1 aag,unrel,633.9,Faivre et al._2014_4_cong
1 aag,unrel,481.3,Faivre et al._2014_4_incong
1 aag,unrel,419.3,Faivre et al._2014_4_incong
1 aag,unrel,364.7,Faivre et al._2014_4_incong
1 aag,rel,448.6,Faivre et al._2014_4_cong
1 aag,unrel,541.1,Faivre et al._2014_4_cong
1 aag,unrel,405.6,Faivre et al._2014_4_cong
10 gz,unrel,1294.7,Faivre et al._2014_4_incong
10 gz,rel,1153.3,Faivre et al._2014_4_incong
10 gz,rel,959.5,Faivre et al._2014_4_incong
10 gz,rel,698.6,Faivre et al._2014_4_incong
10 gz,unrel,1072.3,Faivre et al._2014_4_incong
10 gz,unrel,1195.1,Faivre et al._2014_4_cong
10 gz,rel,917.8,Faivre et al._2014_4_incong
10 gz,unrel,1013.4,Faivre et al._2014_4_cong
10 gz,rel,931,Faivre et al._2014_4_cong
10 gz,unrel,1045.6,Faivre et al._2014_4_cong
10 gz,unrel,1110.2,Faivre et al._2014_4_incong
10 gz,unrel,1551,Faivre et al._2014_4_cong
10 gz,unrel,1135.6,Faivre et al._2014_4_incong
10 gz,rel,1025.8,Faivre et al._2014_4_incong
10 gz,unrel,811.3,Faivre et al._2014_4_incong
10 gz,rel,734.9,Faivre et al._2014_4_incong
10 gz,unrel,1292.3,Faivre et al._2014_4_incong
10 gz,rel,1073.7,Faivre et al._2014_4_cong
10 gz,unrel,568.5,Faivre et al._2014_4_cong
10 gz,rel,505.2,Faivre et al._2014_4_cong
10 gz,rel,1047.6,Faivre et al._2014_4_cong
10 gz,rel,820.4,Faivre et al._2014_4_incong
10 gz,unrel,742.7,Faivre et al._2014_4_incong
10 gz,rel,705.1,Faivre et al._2014_4_cong
10 gz,rel,899.5,Faivre et al._2014_4_incong
10 gz,rel,921.4,Faivre et al._2014_4_cong
10 gz,rel,842.5,Faivre et al._2014_4_incong
10 gz,rel,1600.2,Faivre et al._2014_4_cong
10 gz,rel,831.5,Faivre et al._2014_4_cong
10 gz,unrel,957.3,Faivre et al._2014_4_cong
10 gz,rel,1720.6,Faivre et al._2014_4_incong
10 gz,rel,639.2,Faivre et al._2014_4_cong
10 gz,unrel,820.5,Faivre et al._2014_4_cong
10 gz,rel,363,Faivre et al._2014_4_cong
10 gz,unrel,452.1,Faivre et al._2014_4_cong
10 gz,unrel,649.3,Faivre et al._2014_4_cong
10 gz,unrel,636.1,Faivre et al._2014_4_incong
10 gz,unrel,625.8,Faivre et al._2014_4_cong
10 gz,rel,762.7,Faivre et al._2014_4_cong
10 gz,unrel,992,Faivre et al._2014_4_incong
10 gz,unrel,890.3,Faivre et al._2014_4_cong
10 gz,rel,970.7,Faivre et al._2014_4_incong
10 gz,unrel,543.3,Faivre et al._2014_4_incong
10 gz,unrel,826.3,Faivre et al._2014_4_cong
10 gz,unrel,618.9,Faivre et al._2014_4_cong
10 gz,rel,531,Faivre et al._2014_4_cong
10 gz,rel,1633.9,Faivre et al._2014_4_cong
10 gz,unrel,1008.5,Faivre et al._2014_4_incong
10 gz,unrel,866.9,Faivre et al._2014_4_cong
10 gz,unrel,1358.7,Faivre et al._2014_4_incong
10 gz,rel,1632.1,Faivre et al._2014_4_incong
10 gz,unrel,1188.4,Faivre et al._2014_4_incong
10 gz,rel,583.3,Faivre et al._2014_4_cong
10 gz,unrel,1148,Faivre et al._2014_4_incong
10 gz,rel,1277,Faivre et al._2014_4_incong
10 gz,rel,3013.7,Faivre et al._2014_4_incong
10 gz,unrel,1723.1,Faivre et al._2014_4_cong
10 gz,rel,606,Faivre et al._2014_4_cong
10 gz,unrel,518.6,Faivre et al._2014_4_cong
10 gz,unrel,532.3,Faivre et al._2014_4_cong
10 gz,rel,630,Faivre et al._2014_4_incong
10 gz,rel,613.4,Faivre et al._2014_4_incong
10 gz,unrel,688.4,Faivre et al._2014_4_cong
10 gz,unrel,2173.2,Faivre et al._2014_4_incong
10 gz,rel,1690.5,Faivre et al._2014_4_incong
10 gz,rel,603.4,Faivre et al._2014_4_incong
10 gz,unrel,684.9,Faivre et al._2014_4_incong
10 gz,rel,881.9,Faivre et al._2014_4_cong
10 gz,unrel,537.5,Faivre et al._2014_4_cong
10 gz,unrel,704.4,Faivre et al._2014_4_incong
10 gz,rel,765.8,Faivre et al._2014_4_cong
10 gz,rel,803.2,Faivre et al._2014_4_incong
10 gz,unrel,739.6,Faivre et al._2014_4_incong
10 gz,rel,791.5,Faivre et al._2014_4_incong
10 gz,rel,626.2,Faivre et al._2014_4_incong
10 gz,unrel,716.9,Faivre et al._2014_4_incong
10 gz,rel,569.8,Faivre et al._2014_4_incong
10 gz,rel,611.7,Faivre et al._2014_4_cong
10 gz,rel,544.5,Faivre et al._2014_4_cong
10 gz,rel,815.9,Faivre et al._2014_4_cong
10 gz,unrel,647,Faivre et al._2014_4_cong
10 gz,rel,445.9,Faivre et al._2014_4_cong
10 gz,unrel,745.6,Faivre et al._2014_4_incong
10 gz,unrel,393.9,Faivre et al._2014_4_cong
10 gz,rel,781.3,Faivre et al._2014_4_cong
10 gz,rel,1529.1,Faivre et al._2014_4_incong
10 gz,unrel,737.8,Faivre et al._2014_4_cong
10 gz,rel,691.6,Faivre et al._2014_4_incong
10 gz,rel,715.7,Faivre et al._2014_4_cong
10 gz,rel,651.4,Faivre et al._2014_4_incong
10 gz,unrel,579.1,Faivre et al._2014_4_cong
10 gz,unrel,1333,Faivre et al._2014_4_cong
10 gz,unrel,548.3,Faivre et al._2014_4_incong
10 gz,unrel,1263.6,Faivre et al._2014_4_incong
10 gz,unrel,488.5,Faivre et al._2014_4_incong
10 gz,rel,546.2,Faivre et al._2014_4_incong
10 gz,rel,612.9,Faivre et al._2014_4_cong
10 gz,rel,678.7,Faivre et al._2014_4_incong
10 gz,unrel,2115.9,Faivre et al._2014_4_cong
10 gz,rel,1302.9,Faivre et al._2014_4_incong
10 gz,rel,2417.8,Faivre et al._2014_4_cong
10 gz,rel,725.3,Faivre et al._2014_4_cong
10 gz,unrel,602,Faivre et al._2014_4_cong
10 gz,unrel,1287.6,Faivre et al._2014_4_incong
10 gz,unrel,524.6,Faivre et al._2014_4_incong
10 gz,unrel,1066,Faivre et al._2014_4_cong
10 gz,rel,777.6,Faivre et al._2014_4_cong
10 gz,rel,501.9,Faivre et al._2014_4_cong
10 gz,unrel,840.8,Faivre et al._2014_4_cong
10 gz,unrel,641.3,Faivre et al._2014_4_incong
10 gz,unrel,702.1,Faivre et al._2014_4_cong
10 gz,rel,3867,Faivre et al._2014_4_cong
10 gz,unrel,581.7,Faivre et al._2014_4_cong
10 gz,rel,653.3,Faivre et al._2014_4_incong
10 gz,unrel,1205.1,Faivre et al._2014_4_incong
10 gz,rel,1067.8,Faivre et al._2014_4_incong
10 gz,rel,1014.7,Faivre et al._2014_4_cong
10 gz,unrel,649.8,Faivre et al._2014_4_incong
10 gz,rel,1577.7,Faivre et al._2014_4_incong
10 gz,unrel,432.1,Faivre et al._2014_4_incong
10 gz,unrel,556.1,Faivre et al._2014_4_incong
10 gz,unrel,489.7,Faivre et al._2014_4_cong
10 gz,rel,606.9,Faivre et al._2014_4_incong
10 gz,rel,625.7,Faivre et al._2014_4_cong
10 gz,rel,1005.4,Faivre et al._2014_4_incong
10 gz,rel,479.4,Faivre et al._2014_4_cong
10 gz,unrel,710.3,Faivre et al._2014_4_cong
10 gz,rel,694.4,Faivre et al._2014_4_incong
10 gz,rel,425.1,Faivre et al._2014_4_incong
10 gz,rel,350.5,Faivre et al._2014_4_incong
10 gz,rel,815.7,Faivre et al._2014_4_cong
10 gz,unrel,391.2,Faivre et al._2014_4_incong
10 gz,unrel,1074.1,Faivre et al._2014_4_incong
10 gz,unrel,565.1,Faivre et al._2014_4_incong
10 gz,unrel,771.2,Faivre et al._2014_4_cong
10 gz,unrel,873.5,Faivre et al._2014_4_cong
10 gz,rel,561.3,Faivre et al._2014_4_cong
10 gz,rel,1694.4,Faivre et al._2014_4_incong
10 gz,unrel,1419.8,Faivre et al._2014_4_cong
10 gz,rel,1098.2,Faivre et al._2014_4_cong
10 gz,rel,859.3,Faivre et al._2014_4_cong
10 gz,unrel,390.2,Faivre et al._2014_4_cong
10 gz,rel,511.2,Faivre et al._2014_4_cong
10 gz,unrel,360.8,Faivre et al._2014_4_cong
10 gz,rel,976.5,Faivre et al._2014_4_incong
10 gz,rel,581.2,Faivre et al._2014_4_cong
10 gz,rel,1020.5,Faivre et al._2014_4_incong
10 gz,unrel,1136.6,Faivre et al._2014_4_cong
10 gz,rel,957.4,Faivre et al._2014_4_incong
10 gz,rel,608.1,Faivre et al._2014_4_cong
10 gz,unrel,2668.9,Faivre et al._2014_4_cong
10 gz,rel,1871.7,Faivre et al._2014_4_cong
10 gz,unrel,3005.7,Faivre et al._2014_4_incong
10 gz,unrel,485.2,Faivre et al._2014_4_incong
10 gz,unrel,384.6,Faivre et al._2014_4_incong
10 gz,unrel,722.3,Faivre et al._2014_4_cong
10 gz,rel,685.5,Faivre et al._2014_4_incong
10 gz,unrel,406.8,Faivre et al._2014_4_cong
10 gz,rel,2476.2,Faivre et al._2014_4_incong
10 gz,rel,592.5,Faivre et al._2014_4_cong
10 gz,unrel,624.5,Faivre et al._2014_4_incong
10 gz,rel,757.5,Faivre et al._2014_4_incong
10 gz,rel,615.7,Faivre et al._2014_4_cong
10 gz,unrel,631.6,Faivre et al._2014_4_incong
10 gz,unrel,743.4,Faivre et al._2014_4_incong
10 gz,rel,409,Faivre et al._2014_4_incong
10 gz,unrel,392.7,Faivre et al._2014_4_incong
10 gz,rel,461.4,Faivre et al._2014_4_cong
11 jg,rel,1808.5,Faivre et al._2014_4_cong
11 jg,unrel,2112.9,Faivre et al._2014_4_incong
11 jg,rel,723.4,Faivre et al._2014_4_incong
11 jg,rel,2395.5,Faivre et al._2014_4_cong
11 jg,unrel,1163.8,Faivre et al._2014_4_cong
11 jg,rel,1137.4,Faivre et al._2014_4_incong
11 jg,rel,1804.9,Faivre et al._2014_4_cong
11 jg,unrel,1933.4,Faivre et al._2014_4_incong
11 jg,rel,2025.4,Faivre et al._2014_4_cong
11 jg,unrel,1211.5,Faivre et al._2014_4_incong
11 jg,unrel,1196.9,Faivre et al._2014_4_incong
11 jg,unrel,1251.3,Faivre et al._2014_4_incong
11 jg,unrel,1010.1,Faivre et al._2014_4_cong
11 jg,rel,1147.7,Faivre et al._2014_4_cong
11 jg,unrel,1103.9,Faivre et al._2014_4_incong
11 jg,rel,827.5,Faivre et al._2014_4_incong
11 jg,rel,1907.5,Faivre et al._2014_4_incong
11 jg,rel,1415.3,Faivre et al._2014_4_incong
11 jg,unrel,865.3,Faivre et al._2014_4_cong
11 jg,rel,1004.6,Faivre et al._2014_4_cong
11 jg,rel,770.9,Faivre et al._2014_4_cong
11 jg,unrel,667.9,Faivre et al._2014_4_incong
11 jg,unrel,1524,Faivre et al._2014_4_incong
11 jg,rel,1976.9,Faivre et al._2014_4_incong
11 jg,rel,901.5,Faivre et al._2014_4_cong
11 jg,rel,877.5,Faivre et al._2014_4_incong
11 jg,rel,1875.5,Faivre et al._2014_4_incong
11 jg,rel,928.3,Faivre et al._2014_4_incong
11 jg,unrel,1582.4,Faivre et al._2014_4_cong
11 jg,rel,1574.9,Faivre et al._2014_4_incong
11 jg,rel,965,Faivre et al._2014_4_incong
11 jg,rel,854.8,Faivre et al._2014_4_incong
11 jg,unrel,1332.5,Faivre et al._2014_4_incong
11 jg,unrel,1472,Faivre et al._2014_4_incong
11 jg,rel,1193.2,Faivre et al._2014_4_incong
11 jg,unrel,2098,Faivre et al._2014_4_cong
11 jg,unrel,894,Faivre et al._2014_4_cong
11 jg,rel,975.3,Faivre et al._2014_4_cong
11 jg,rel,799.8,Faivre et al._2014_4_incong
11 jg,unrel,981.3,Faivre et al._2014_4_cong
11 jg,unrel,1131.1,Faivre et al._2014_4_incong
11 jg,rel,617,Faivre et al._2014_4_cong
11 jg,unrel,3694.5,Faivre et al._2014_4_incong
11 jg,unrel,624.3,Faivre et al._2014_4_cong
11 jg,rel,450.2,Faivre et al._2014_4_cong
11 jg,unrel,799.4,Faivre et al._2014_4_cong
11 jg,rel,591.3,Faivre et al._2014_4_cong
11 jg,rel,1027.7,Faivre et al._2014_4_cong
11 jg,rel,485.4,Faivre et al._2014_4_cong
11 jg,unrel,605.8,Faivre et al._2014_4_cong
11 jg,rel,742.4,Faivre et al._2014_4_incong
11 jg,unrel,974.9,Faivre et al._2014_4_incong
11 jg,unrel,643.8,Faivre et al._2014_4_cong
11 jg,rel,635.4,Faivre et al._2014_4_cong
11 jg,unrel,993.4,Faivre et al._2014_4_cong
11 jg,unrel,626.8,Faivre et al._2014_4_cong
11 jg,unrel,995.4,Faivre et al._2014_4_cong
11 jg,unrel,957.6,Faivre et al._2014_4_incong
11 jg,rel,694.9,Faivre et al._2014_4_cong
11 jg,rel,684,Faivre et al._2014_4_incong
11 jg,rel,610.4,Faivre et al._2014_4_cong
11 jg,unrel,603.2,Faivre et al._2014_4_cong
11 jg,unrel,476,Faivre et al._2014_4_cong
11 jg,rel,447.3,Faivre et al._2014_4_cong
11 jg,rel,523.7,Faivre et al._2014_4_cong
11 jg,unrel,746.4,Faivre et al._2014_4_cong
11 jg,rel,403.9,Faivre et al._2014_4_cong
11 jg,unrel,664,Faivre et al._2014_4_incong
11 jg,unrel,438.5,Faivre et al._2014_4_cong
11 jg,rel,651.3,Faivre et al._2014_4_incong
11 jg,unrel,816.5,Faivre et al._2014_4_incong
11 jg,unrel,729.3,Faivre et al._2014_4_cong
11 jg,unrel,1401.1,Faivre et al._2014_4_incong
11 jg,rel,1087.2,Faivre et al._2014_4_incong
11 jg,unrel,546.4,Faivre et al._2014_4_cong
11 jg,unrel,578.3,Faivre et al._2014_4_incong
11 jg,rel,760.1,Faivre et al._2014_4_cong
11 jg,rel,1088.2,Faivre et al._2014_4_incong
11 jg,rel,551.7,Faivre et al._2014_4_incong
11 jg,unrel,931.5,Faivre et al._2014_4_incong
11 jg,rel,770.9,Faivre et al._2014_4_incong
11 jg,unrel,847.6,Faivre et al._2014_4_cong
11 jg,rel,642.1,Faivre et al._2014_4_cong
11 jg,rel,542.3,Faivre et al._2014_4_cong
11 jg,unrel,498,Faivre et al._2014_4_cong
11 jg,unrel,1562.2,Faivre et al._2014_4_cong
11 jg,rel,1032.2,Faivre et al._2014_4_incong
11 jg,unrel,2700.3,Faivre et al._2014_4_incong
11 jg,rel,1186.9,Faivre et al._2014_4_incong
11 jg,rel,1975.6,Faivre et al._2014_4_incong
11 jg,rel,1074.3,Faivre et al._2014_4_incong
11 jg,rel,1654.4,Faivre et al._2014_4_incong
11 jg,unrel,665.7,Faivre et al._2014_4_cong
11 jg,rel,766,Faivre et al._2014_4_incong
11 jg,rel,942.8,Faivre et al._2014_4_incong
11 jg,unrel,1189,Faivre et al._2014_4_incong
11 jg,unrel,1391.2,Faivre et al._2014_4_incong
11 jg,unrel,925.6,Faivre et al._2014_4_incong
11 jg,unrel,1022.8,Faivre et al._2014_4_cong
11 jg,unrel,2043.5,Faivre et al._2014_4_incong
11 jg,rel,1528.4,Faivre et al._2014_4_incong
11 jg,unrel,1187.2,Faivre et al._2014_4_incong
11 jg,unrel,1202,Faivre et al._2014_4_cong
11 jg,rel,918.1,Faivre et al._2014_4_cong
11 jg,rel,3063,Faivre et al._2014_4_cong
11 jg,unrel,1986.5,Faivre et al._2014_4_incong
11 jg,unrel,1084,Faivre et al._2014_4_cong
11 jg,unrel,1694.4,Faivre et al._2014_4_incong
11 jg,unrel,1159,Faivre et al._2014_4_incong
11 jg,unrel,876.7,Faivre et al._2014_4_incong
11 jg,unrel,1413,Faivre et al._2014_4_cong
11 jg,rel,1221.1,Faivre et al._2014_4_incong
11 jg,rel,951.7,Faivre et al._2014_4_cong
11 jg,rel,1085.5,Faivre et al._2014_4_incong
11 jg,rel,682,Faivre et al._2014_4_incong
11 jg,unrel,604.6,Faivre et al._2014_4_cong
11 jg,rel,831.1,Faivre et al._2014_4_incong
11 jg,rel,751.9,Faivre et al._2014_4_incong
11 jg,rel,732,Faivre et al._2014_4_incong
11 jg,unrel,1876.7,Faivre et al._2014_4_cong
11 jg,rel,810.2,Faivre et al._2014_4_cong
11 jg,rel,937.9,Faivre et al._2014_4_cong
11 jg,rel,808.4,Faivre et al._2014_4_incong
11 jg,unrel,718.7,Faivre et al._2014_4_cong
11 jg,unrel,669.8,Faivre et al._2014_4_incong
11 jg,rel,566.7,Faivre et al._2014_4_cong
11 jg,unrel,1416.3,Faivre et al._2014_4_incong
11 jg,unrel,717.5,Faivre et al._2014_4_incong
11 jg,unrel,830.1,Faivre et al._2014_4_cong
11 jg,unrel,736.8,Faivre et al._2014_4_cong
11 jg,unrel,741.9,Faivre et al._2014_4_incong
11 jg,unrel,863.4,Faivre et al._2014_4_cong
11 jg,rel,768.3,Faivre et al._2014_4_incong
11 jg,unrel,1074.6,Faivre et al._2014_4_cong
11 jg,rel,1261.6,Faivre et al._2014_4_cong
11 jg,unrel,1253.7,Faivre et al._2014_4_incong
11 jg,rel,1044.3,Faivre et al._2014_4_cong
11 jg,rel,781.1,Faivre et al._2014_4_incong
11 jg,unrel,761.8,Faivre et al._2014_4_cong
11 jg,rel,566,Faivre et al._2014_4_cong
11 jg,unrel,948.7,Faivre et al._2014_4_incong
11 jg,unrel,574,Faivre et al._2014_4_cong
11 jg,rel,1052.1,Faivre et al._2014_4_cong
11 jg,unrel,800.3,Faivre et al._2014_4_cong
11 jg,rel,789.6,Faivre et al._2014_4_cong
11 jg,rel,746.4,Faivre et al._2014_4_incong
11 jg,rel,1971.6,Faivre et al._2014_4_cong
11 jg,rel,559.9,Faivre et al._2014_4_cong
11 jg,rel,598.4,Faivre et al._2014_4_cong
11 jg,unrel,1010.8,Faivre et al._2014_4_cong
11 jg,rel,1427.4,Faivre et al._2014_4_cong
11 jg,rel,722.8,Faivre et al._2014_4_cong
11 jg,unrel,1325.7,Faivre et al._2014_4_cong
11 jg,unrel,682.7,Faivre et al._2014_4_cong
11 jg,rel,1055.4,Faivre et al._2014_4_incong
11 jg,unrel,803.4,Faivre et al._2014_4_cong
11 jg,rel,826.9,Faivre et al._2014_4_incong
11 jg,rel,525.1,Faivre et al._2014_4_cong
11 jg,unrel,500.3,Faivre et al._2014_4_cong
11 jg,unrel,514.9,Faivre et al._2014_4_cong
11 jg,unrel,803.8,Faivre et al._2014_4_incong
11 jg,unrel,864.6,Faivre et al._2014_4_incong
11 jg,rel,496.4,Faivre et al._2014_4_cong
11 jg,unrel,759.5,Faivre et al._2014_4_incong
11 jg,rel,914.2,Faivre et al._2014_4_incong
11 jg,rel,622.9,Faivre et al._2014_4_incong
11 jg,unrel,881.6,Faivre et al._2014_4_cong
11 jg,unrel,1365.4,Faivre et al._2014_4_cong
11 jg,rel,1053.1,Faivre et al._2014_4_cong
11 jg,rel,794.4,Faivre et al._2014_4_incong
