idv,iv,dv,exp
11 dc,unrel,402.5,Faivre et al._2014_1_incong
11 dc,unrel,451.4,Faivre et al._2014_1_cong
11 dc,unrel,308.7,Faivre et al._2014_1_cong
11 dc,unrel,349.9,Faivre et al._2014_1_incong
11 dc,unrel,460.1,Faivre et al._2014_1_incong
11 dc,unrel,329.4,Faivre et al._2014_1_incong
11 dc,rel,343.1,Faivre et al._2014_1_incong
11 dc,rel,395.6,Faivre et al._2014_1_incong
11 dc,rel,304.3,Faivre et al._2014_1_incong
11 dc,rel,340.6,Faivre et al._2014_1_cong
11 dc,rel,378.9,Faivre et al._2014_1_incong
12 jm,unrel,1016,Faivre et al._2014_1_incong
12 jm,rel,1343.3,Faivre et al._2014_1_cong
12 jm,rel,1806.1,Faivre et al._2014_1_cong
12 jm,rel,1204.1,Faivre et al._2014_1_incong
12 jm,unrel,1237.4,Faivre et al._2014_1_incong
12 jm,unrel,1217.9,Faivre et al._2014_1_cong
12 jm,rel,803.3,Faivre et al._2014_1_cong
12 jm,unrel,1723.2,Faivre et al._2014_1_cong
12 jm,unrel,1159.4,Faivre et al._2014_1_incong
12 jm,unrel,730.2,Faivre et al._2014_1_incong
12 jm,rel,2210.7,Faivre et al._2014_1_cong
12 jm,unrel,659.8,Faivre et al._2014_1_cong
12 jm,unrel,931.3,Faivre et al._2014_1_incong
12 jm,unrel,654.7,Faivre et al._2014_1_incong
12 jm,rel,1334.1,Faivre et al._2014_1_incong
12 jm,rel,1326.5,Faivre et al._2014_1_incong
12 jm,unrel,562.5,Faivre et al._2014_1_cong
12 jm,unrel,816.9,Faivre et al._2014_1_cong
12 jm,rel,996.7,Faivre et al._2014_1_cong
12 jm,rel,592.4,Faivre et al._2014_1_cong
12 jm,rel,664.8,Faivre et al._2014_1_cong
12 jm,unrel,528.7,Faivre et al._2014_1_cong
12 jm,rel,1221,Faivre et al._2014_1_cong
12 jm,unrel,1054,Faivre et al._2014_1_incong
12 jm,unrel,1263.7,Faivre et al._2014_1_cong
12 jm,unrel,751.8,Faivre et al._2014_1_incong
12 jm,rel,1005.9,Faivre et al._2014_1_incong
12 jm,rel,1058.9,Faivre et al._2014_1_incong
12 jm,rel,1063.8,Faivre et al._2014_1_cong
12 jm,rel,533.6,Faivre et al._2014_1_incong
12 jm,unrel,926.6,Faivre et al._2014_1_cong
12 jm,unrel,1256.9,Faivre et al._2014_1_incong
12 jm,unrel,576.9,Faivre et al._2014_1_incong
12 jm,rel,1130.7,Faivre et al._2014_1_incong
12 jm,rel,943.8,Faivre et al._2014_1_cong
12 jm,unrel,1181.6,Faivre et al._2014_1_cong
12 jm,unrel,1104.5,Faivre et al._2014_1_incong
12 jm,unrel,1861.7,Faivre et al._2014_1_cong
12 jm,rel,1063.8,Faivre et al._2014_1_incong
12 jm,rel,1166.9,Faivre et al._2014_1_incong
12 jm,rel,664.9,Faivre et al._2014_1_incong
12 jm,unrel,997.9,Faivre et al._2014_1_incong
12 jm,unrel,1106.1,Faivre et al._2014_1_incong
12 jm,rel,727.7,Faivre et al._2014_1_cong
12 jm,rel,710.5,Faivre et al._2014_1_cong
12 jm,unrel,639.4,Faivre et al._2014_1_incong
12 jm,rel,589.1,Faivre et al._2014_1_cong
12 jm,rel,1080.3,Faivre et al._2014_1_incong
12 jm,rel,718.9,Faivre et al._2014_1_cong
12 jm,unrel,550.9,Faivre et al._2014_1_incong
12 jm,unrel,1564.1,Faivre et al._2014_1_cong
12 jm,unrel,1213.2,Faivre et al._2014_1_cong
12 jm,rel,971,Faivre et al._2014_1_incong
12 jm,rel,1057.2,Faivre et al._2014_1_cong
12 jm,rel,693.3,Faivre et al._2014_1_incong
12 jm,unrel,1691,Faivre et al._2014_1_cong
12 jm,unrel,1258.9,Faivre et al._2014_1_cong
12 jm,rel,1106.2,Faivre et al._2014_1_incong
12 jm,rel,653.5,Faivre et al._2014_1_incong
12 jm,unrel,1202.5,Faivre et al._2014_1_cong
12 jm,unrel,840.8,Faivre et al._2014_1_cong
12 jm,rel,771.7,Faivre et al._2014_1_cong
12 jm,rel,1287.1,Faivre et al._2014_1_cong
12 jm,rel,862.5,Faivre et al._2014_1_incong
12 jm,unrel,1169.2,Faivre et al._2014_1_incong
12 jm,unrel,1485.8,Faivre et al._2014_1_incong
12 jm,rel,796.1,Faivre et al._2014_1_cong
12 jm,rel,1326.6,Faivre et al._2014_1_incong
12 jm,unrel,1222,Faivre et al._2014_1_cong
12 jm,unrel,975.2,Faivre et al._2014_1_incong
12 jm,rel,1852.9,Faivre et al._2014_1_cong
12 jm,unrel,1153.1,Faivre et al._2014_1_incong
12 jm,rel,2231,Faivre et al._2014_1_incong
12 jm,unrel,1702.5,Faivre et al._2014_1_incong
12 jm,unrel,850.3,Faivre et al._2014_1_incong
12 jm,rel,990,Faivre et al._2014_1_incong
12 jm,unrel,881.2,Faivre et al._2014_1_incong
13 lq,rel,879.7,Faivre et al._2014_1_cong
13 lq,unrel,723.7,Faivre et al._2014_1_incong
13 lq,rel,928.3,Faivre et al._2014_1_incong
13 lq,rel,1104.8,Faivre et al._2014_1_incong
13 lq,rel,800.3,Faivre et al._2014_1_incong
13 lq,rel,731,Faivre et al._2014_1_incong
13 lq,rel,778.7,Faivre et al._2014_1_cong
13 lq,rel,593.1,Faivre et al._2014_1_cong
13 lq,rel,732.5,Faivre et al._2014_1_incong
13 lq,unrel,714.1,Faivre et al._2014_1_cong
13 lq,unrel,499.9,Faivre et al._2014_1_cong
13 lq,unrel,778.6,Faivre et al._2014_1_incong
13 lq,unrel,1179.1,Faivre et al._2014_1_cong
13 lq,rel,788.3,Faivre et al._2014_1_cong
13 lq,unrel,726.1,Faivre et al._2014_1_cong
13 lq,rel,720.3,Faivre et al._2014_1_cong
13 lq,rel,906.7,Faivre et al._2014_1_cong
13 lq,unrel,600.6,Faivre et al._2014_1_incong
13 lq,unrel,532.7,Faivre et al._2014_1_incong
13 lq,unrel,628.8,Faivre et al._2014_1_cong
13 lq,unrel,755.8,Faivre et al._2014_1_incong
13 lq,unrel,1310.7,Faivre et al._2014_1_incong
13 lq,rel,743.9,Faivre et al._2014_1_incong
13 lq,rel,625,Faivre et al._2014_1_cong
13 lq,unrel,1001.3,Faivre et al._2014_1_incong
13 lq,rel,929,Faivre et al._2014_1_cong
13 lq,unrel,745.9,Faivre et al._2014_1_incong
13 lq,rel,459.5,Faivre et al._2014_1_incong
13 lq,rel,891.7,Faivre et al._2014_1_incong
13 lq,unrel,623.1,Faivre et al._2014_1_incong
13 lq,unrel,594.5,Faivre et al._2014_1_incong
13 lq,rel,674.4,Faivre et al._2014_1_incong
13 lq,unrel,743.4,Faivre et al._2014_1_incong
13 lq,unrel,933.5,Faivre et al._2014_1_cong
13 lq,rel,953.9,Faivre et al._2014_1_cong
13 lq,rel,967.5,Faivre et al._2014_1_cong
13 lq,rel,556.5,Faivre et al._2014_1_incong
13 lq,rel,950.3,Faivre et al._2014_1_incong
13 lq,rel,682.9,Faivre et al._2014_1_cong
13 lq,unrel,636.7,Faivre et al._2014_1_cong
13 lq,unrel,959.6,Faivre et al._2014_1_incong
13 lq,rel,754.7,Faivre et al._2014_1_incong
13 lq,unrel,725.4,Faivre et al._2014_1_incong
13 lq,unrel,521.6,Faivre et al._2014_1_incong
13 lq,unrel,636.4,Faivre et al._2014_1_cong
13 lq,unrel,509.1,Faivre et al._2014_1_cong
13 lq,unrel,842.4,Faivre et al._2014_1_incong
13 lq,unrel,610,Faivre et al._2014_1_cong
13 lq,rel,1289.6,Faivre et al._2014_1_cong
13 lq,rel,716,Faivre et al._2014_1_incong
13 lq,rel,527,Faivre et al._2014_1_cong
13 lq,unrel,453.7,Faivre et al._2014_1_cong
13 lq,rel,892.6,Faivre et al._2014_1_incong
13 lq,unrel,564.4,Faivre et al._2014_1_cong
13 lq,rel,585.8,Faivre et al._2014_1_cong
13 lq,unrel,504.6,Faivre et al._2014_1_cong
13 lq,unrel,867.5,Faivre et al._2014_1_incong
13 lq,rel,554.5,Faivre et al._2014_1_incong
13 lq,rel,464,Faivre et al._2014_1_incong
13 lq,rel,852.5,Faivre et al._2014_1_cong
13 lq,rel,591.9,Faivre et al._2014_1_incong
13 lq,unrel,754.1,Faivre et al._2014_1_incong
13 lq,rel,515.3,Faivre et al._2014_1_incong
13 lq,rel,345.9,Faivre et al._2014_1_incong
13 lq,unrel,461.2,Faivre et al._2014_1_incong
13 lq,rel,491.9,Faivre et al._2014_1_cong
13 lq,rel,436.4,Faivre et al._2014_1_incong
13 lq,rel,670.5,Faivre et al._2014_1_incong
13 lq,unrel,358.2,Faivre et al._2014_1_cong
13 lq,unrel,807.6,Faivre et al._2014_1_cong
13 lq,unrel,596.2,Faivre et al._2014_1_incong
13 lq,rel,462.2,Faivre et al._2014_1_cong
13 lq,rel,481.9,Faivre et al._2014_1_cong
13 lq,rel,454.1,Faivre et al._2014_1_cong
14 mb,rel,569.1,Faivre et al._2014_1_cong
14 mb,rel,1548.4,Faivre et al._2014_1_cong
14 mb,unrel,1628.2,Faivre et al._2014_1_cong
14 mb,rel,379.4,Faivre et al._2014_1_cong
14 mb,rel,1325,Faivre et al._2014_1_incong
14 mb,unrel,1586.5,Faivre et al._2014_1_incong
14 mb,rel,983.8,Faivre et al._2014_1_incong
14 mb,unrel,641.7,Faivre et al._2014_1_incong
14 mb,unrel,644.7,Faivre et al._2014_1_incong
14 mb,rel,504,Faivre et al._2014_1_cong
14 mb,rel,459,Faivre et al._2014_1_cong
14 mb,unrel,661.4,Faivre et al._2014_1_cong
14 mb,rel,527.2,Faivre et al._2014_1_cong
14 mb,unrel,582.8,Faivre et al._2014_1_incong
14 mb,rel,525.4,Faivre et al._2014_1_incong
14 mb,rel,602.5,Faivre et al._2014_1_cong
14 mb,rel,1402.4,Faivre et al._2014_1_incong
14 mb,rel,425.4,Faivre et al._2014_1_cong
14 mb,unrel,373.1,Faivre et al._2014_1_cong
14 mb,rel,472.6,Faivre et al._2014_1_incong
14 mb,rel,518.1,Faivre et al._2014_1_incong
14 mb,rel,597,Faivre et al._2014_1_cong
14 mb,rel,404.1,Faivre et al._2014_1_cong
14 mb,unrel,522.4,Faivre et al._2014_1_cong
14 mb,unrel,462.1,Faivre et al._2014_1_cong
14 mb,unrel,524.4,Faivre et al._2014_1_incong
14 mb,rel,1381.2,Faivre et al._2014_1_incong
14 mb,unrel,696.9,Faivre et al._2014_1_incong
14 mb,rel,511.6,Faivre et al._2014_1_incong
14 mb,unrel,554.4,Faivre et al._2014_1_incong
14 mb,unrel,872.7,Faivre et al._2014_1_incong
14 mb,unrel,478.8,Faivre et al._2014_1_incong
14 mb,unrel,630.6,Faivre et al._2014_1_incong
14 mb,unrel,420,Faivre et al._2014_1_cong
14 mb,rel,600.5,Faivre et al._2014_1_cong
14 mb,rel,548,Faivre et al._2014_1_cong
14 mb,unrel,598.5,Faivre et al._2014_1_cong
14 mb,unrel,480.6,Faivre et al._2014_1_cong
14 mb,unrel,606.3,Faivre et al._2014_1_cong
14 mb,unrel,616.5,Faivre et al._2014_1_cong
14 mb,unrel,380.3,Faivre et al._2014_1_cong
14 mb,unrel,1023,Faivre et al._2014_1_incong
14 mb,unrel,391.8,Faivre et al._2014_1_cong
14 mb,unrel,380.6,Faivre et al._2014_1_cong
14 mb,unrel,3126.4,Faivre et al._2014_1_incong
14 mb,rel,482.8,Faivre et al._2014_1_cong
14 mb,rel,523.1,Faivre et al._2014_1_cong
14 mb,unrel,574.5,Faivre et al._2014_1_incong
14 mb,rel,656.2,Faivre et al._2014_1_incong
14 mb,unrel,562,Faivre et al._2014_1_incong
14 mb,unrel,560.9,Faivre et al._2014_1_incong
14 mb,unrel,1041.7,Faivre et al._2014_1_cong
14 mb,rel,427.3,Faivre et al._2014_1_cong
14 mb,unrel,1130.3,Faivre et al._2014_1_cong
14 mb,unrel,691.4,Faivre et al._2014_1_incong
14 mb,rel,800.6,Faivre et al._2014_1_cong
14 mb,unrel,621.5,Faivre et al._2014_1_cong
14 mb,unrel,490.2,Faivre et al._2014_1_cong
14 mb,rel,1072.2,Faivre et al._2014_1_incong
14 mb,unrel,428.1,Faivre et al._2014_1_cong
14 mb,rel,559.3,Faivre et al._2014_1_incong
14 mb,rel,360.7,Faivre et al._2014_1_cong
14 mb,unrel,762.5,Faivre et al._2014_1_cong
14 mb,rel,389.8,Faivre et al._2014_1_incong
14 mb,rel,327.8,Faivre et al._2014_1_cong
14 mb,rel,521.7,Faivre et al._2014_1_incong
14 mb,unrel,479.8,Faivre et al._2014_1_incong
14 mb,unrel,315.3,Faivre et al._2014_1_cong
14 mb,rel,1445.5,Faivre et al._2014_1_incong
14 mb,rel,498.9,Faivre et al._2014_1_cong
14 mb,unrel,423.1,Faivre et al._2014_1_cong
14 mb,unrel,478.6,Faivre et al._2014_1_incong
14 mb,rel,444.1,Faivre et al._2014_1_incong
14 mb,rel,552.3,Faivre et al._2014_1_incong
14 mb,rel,491.7,Faivre et al._2014_1_incong
14 mb,unrel,427.2,Faivre et al._2014_1_incong
14 mb,rel,427.1,Faivre et al._2014_1_cong
14 mb,rel,498.3,Faivre et al._2014_1_cong
14 mb,unrel,609.8,Faivre et al._2014_1_incong
14 mb,unrel,674.1,Faivre et al._2014_1_cong
14 mb,unrel,964.3,Faivre et al._2014_1_cong
14 mb,rel,760.2,Faivre et al._2014_1_incong
15 na,unrel,902.1,Faivre et al._2014_1_cong
15 na,unrel,953.3,Faivre et al._2014_1_cong
15 na,rel,1022.6,Faivre et al._2014_1_cong
15 na,rel,663.7,Faivre et al._2014_1_incong
15 na,rel,1124.1,Faivre et al._2014_1_cong
15 na,rel,731.9,Faivre et al._2014_1_incong
15 na,unrel,598.5,Faivre et al._2014_1_incong
15 na,unrel,505.2,Faivre et al._2014_1_incong
15 na,unrel,802.1,Faivre et al._2014_1_cong
15 na,unrel,547,Faivre et al._2014_1_incong
15 na,rel,643.9,Faivre et al._2014_1_cong
15 na,rel,734.7,Faivre et al._2014_1_incong
15 na,rel,449.1,Faivre et al._2014_1_cong
15 na,unrel,571.5,Faivre et al._2014_1_incong
15 na,unrel,377,Faivre et al._2014_1_cong
15 na,rel,549.6,Faivre et al._2014_1_incong
15 na,unrel,992.7,Faivre et al._2014_1_cong
15 na,unrel,595.5,Faivre et al._2014_1_cong
15 na,rel,641.8,Faivre et al._2014_1_incong
15 na,rel,661.5,Faivre et al._2014_1_incong
15 na,unrel,856.6,Faivre et al._2014_1_cong
15 na,rel,907.8,Faivre et al._2014_1_incong
15 na,rel,849.6,Faivre et al._2014_1_incong
15 na,rel,1930.4,Faivre et al._2014_1_incong
15 na,rel,623.4,Faivre et al._2014_1_incong
15 na,unrel,861.9,Faivre et al._2014_1_cong
15 na,unrel,1626.4,Faivre et al._2014_1_incong
15 na,rel,461.6,Faivre et al._2014_1_incong
15 na,rel,680.1,Faivre et al._2014_1_incong
15 na,rel,1250,Faivre et al._2014_1_incong
15 na,unrel,1087,Faivre et al._2014_1_cong
15 na,unrel,875.1,Faivre et al._2014_1_cong
15 na,unrel,791.1,Faivre et al._2014_1_incong
15 na,rel,583.9,Faivre et al._2014_1_cong
15 na,rel,682.7,Faivre et al._2014_1_cong
15 na,unrel,927.8,Faivre et al._2014_1_incong
15 na,rel,592.9,Faivre et al._2014_1_cong
15 na,unrel,518.2,Faivre et al._2014_1_cong
15 na,rel,411.6,Faivre et al._2014_1_cong
15 na,rel,818.1,Faivre et al._2014_1_incong
15 na,unrel,807.6,Faivre et al._2014_1_cong
15 na,rel,1154.9,Faivre et al._2014_1_incong
15 na,unrel,1757.6,Faivre et al._2014_1_incong
15 na,rel,833.8,Faivre et al._2014_1_incong
15 na,rel,867.8,Faivre et al._2014_1_incong
15 na,rel,611.9,Faivre et al._2014_1_cong
15 na,rel,561.3,Faivre et al._2014_1_incong
15 na,rel,470.9,Faivre et al._2014_1_cong
15 na,rel,1423.1,Faivre et al._2014_1_incong
15 na,unrel,499.6,Faivre et al._2014_1_incong
