"","no.","idv","word","scene","condition","acc","dv","visibility","exp","iv"
"11098",22,"s22",7,17,3,1,0.998308623,2,"2C",1
"11099",22,"s22",7,7,4,1,0.927315652,2,"2C",0
"11100",22,"s22",1,15,2,1,0.69413689,2,"2C",0
"11101",22,"s22",11,9,4,1,0.563283139,2,"2C",0
"11102",22,"s22",3,14,2,1,0.882530296,2,"2C",0
"11103",22,"s22",5,8,1,1,0.896921458,2,"2C",1
"11104",22,"s22",12,20,3,1,0.820073118,2,"2C",1
"11105",22,"s22",2,2,1,1,0.724875021,2,"2C",1
"11106",22,"s22",10,18,3,1,0.674560764,2,"2C",1
"11107",22,"s22",5,17,2,1,0.943764718,2,"2C",0
"11108",22,"s22",9,6,4,1,0.62686248,2,"2C",0
"11109",22,"s22",1,12,2,1,0.736286698,2,"2C",0
"11110",22,"s22",9,18,3,1,1.108473722,2,"2C",1
"11111",22,"s22",2,18,2,1,0.803282224,2,"2C",0
"11112",22,"s22",5,9,1,1,0.684712341,2,"2C",1
"11113",22,"s22",3,17,2,1,0.746184688,2,"2C",0
"11114",22,"s22",12,10,4,1,1.116716475,2,"2C",0
"11115",22,"s22",3,8,1,1,0.708844885,2,"2C",1
"11116",22,"s22",5,14,2,1,0.589154344,2,"2C",0
"11117",22,"s22",10,12,3,1,0.893571833,2,"2C",1
"11118",22,"s22",7,9,4,1,0.639410174,2,"2C",0
"11119",22,"s22",6,13,2,1,0.808876779,2,"2C",0
"11120",22,"s22",5,10,1,1,0.687386138,2,"2C",1
"11121",22,"s22",11,7,4,1,1.451465514,2,"2C",0
"11122",22,"s22",12,14,3,1,0.663527961,2,"2C",1
"11123",22,"s22",12,15,3,1,0.824941249,2,"2C",1
"11124",22,"s22",5,2,1,1,0.768915883,2,"2C",1
"11125",22,"s22",10,4,4,1,0.77078465,2,"2C",0
"11126",22,"s22",9,14,3,1,0.627525057,2,"2C",1
"11127",22,"s22",12,1,4,1,0.708557869,2,"2C",0
"11128",22,"s22",4,18,2,1,0.720345708,2,"2C",0
"11129",22,"s22",1,4,1,1,0.808150053,2,"2C",1
"11130",22,"s22",2,3,1,1,0.949805007,2,"2C",1
"11131",22,"s22",8,13,3,1,0.833994454,2,"2C",1
"11132",22,"s22",10,9,4,1,1.23148859,2,"2C",0
"11133",22,"s22",12,4,4,1,0.770574132,2,"2C",0
"11134",22,"s22",6,10,1,1,1.290243169,2,"2C",1
"11135",22,"s22",6,2,1,1,0.701075874,2,"2C",1
"11136",22,"s22",6,17,2,1,0.620118053,2,"2C",0
"11137",22,"s22",5,16,2,1,0.803257528,2,"2C",0
"11138",22,"s22",4,1,1,1,0.792405126,2,"2C",1
"11139",22,"s22",11,3,4,1,0.653448063,2,"2C",0
"11140",22,"s22",8,6,4,1,0.689232318,2,"2C",0
"11141",22,"s22",3,10,1,1,0.756120024,2,"2C",1
"11142",22,"s22",5,4,1,1,1.0865328,2,"2C",1
"11143",22,"s22",11,10,4,1,1.314573281,2,"2C",0
"11144",22,"s22",11,14,3,1,0.681473847,2,"2C",1
"11145",22,"s22",10,8,4,1,0.777860667,2,"2C",0
"11146",22,"s22",7,8,4,1,0.630908414,2,"2C",0
"11147",22,"s22",2,19,2,1,0.646754836,2,"2C",0
"11148",22,"s22",11,15,3,1,0.859252174,2,"2C",1
"11149",22,"s22",9,9,4,1,0.659285664,2,"2C",0
"11150",22,"s22",12,3,4,1,0.686408236,2,"2C",0
"11151",22,"s22",6,14,2,1,0.675216113,2,"2C",0
"11152",22,"s22",2,8,1,1,0.708738271,2,"2C",1
"11153",22,"s22",10,2,4,1,0.711237088,2,"2C",0
"11154",22,"s22",8,19,3,1,1.252043823,2,"2C",1
"11155",22,"s22",7,3,4,1,0.973970981,2,"2C",0
"11156",22,"s22",1,10,1,1,0.70374666,2,"2C",1
"11157",22,"s22",9,3,4,1,0.64396328,2,"2C",0
"11158",22,"s22",2,4,1,1,0.760071088,2,"2C",1
"11159",22,"s22",5,1,1,1,0.633469874,2,"2C",1
"11160",22,"s22",4,13,2,1,0.632245614,2,"2C",0
"11161",22,"s22",7,2,4,1,0.695719243,2,"2C",0
"11162",22,"s22",1,18,2,1,0.721164894,2,"2C",0
"11163",22,"s22",4,4,1,1,0.682308091,2,"2C",1
"11164",22,"s22",1,2,1,1,0.699013454,2,"2C",1
"11165",22,"s22",11,18,3,1,0.664065251,2,"2C",1
"11166",22,"s22",4,7,1,1,0.715921805,2,"2C",1
"11167",22,"s22",2,16,2,1,1.006004751,2,"2C",0
"11168",22,"s22",7,10,4,1,1.274385603,2,"2C",0
"11169",22,"s22",8,10,4,1,0.861307065,2,"2C",0
"11170",22,"s22",6,16,2,1,0.906058389,2,"2C",0
"11171",22,"s22",2,14,2,1,0.786790994,2,"2C",0
"11172",22,"s22",4,5,1,1,0.784581904,2,"2C",1
"11173",22,"s22",3,1,1,1,0.815982913,2,"2C",1
"11174",22,"s22",5,7,1,1,0.57880008,2,"2C",1
"11175",22,"s22",3,15,2,1,0.659905173,2,"2C",0
"11176",22,"s22",11,19,3,1,0.794408818,2,"2C",1
"11177",22,"s22",9,12,3,1,0.774186379,2,"2C",1
"11178",22,"s22",12,17,3,1,0.753330878,2,"2C",1
"11179",22,"s22",1,14,2,1,0.778693405,2,"2C",0
"11180",22,"s22",12,6,4,1,0.795484601,2,"2C",0
"11181",22,"s22",9,20,3,1,0.917642938,2,"2C",1
"11182",22,"s22",1,8,1,1,0.697383816,2,"2C",1
"11183",22,"s22",10,15,3,1,0.516781709,2,"2C",1
"11184",22,"s22",2,10,1,1,0.897525005,2,"2C",1
"11185",22,"s22",1,7,1,1,1.133658558,2,"2C",1
"11186",22,"s22",7,12,3,1,0.733419549,2,"2C",1
"11187",22,"s22",9,19,3,1,0.654952413,2,"2C",1
"11188",22,"s22",10,14,3,1,0.700332583,2,"2C",1
"11189",22,"s22",8,3,4,1,0.599051732,2,"2C",0
"11190",22,"s22",9,13,3,1,0.585940547,2,"2C",1
"11191",22,"s22",4,17,2,1,0.784669544,2,"2C",0
"11192",22,"s22",8,14,3,1,0.729791942,2,"2C",1
"11193",22,"s22",9,7,4,1,0.722203633,2,"2C",0
"11194",22,"s22",1,19,2,1,0.681021488,2,"2C",0
"11195",22,"s22",10,17,3,1,0.736224054,2,"2C",1
"11196",22,"s22",12,9,4,1,0.618632978,2,"2C",0
"11197",22,"s22",9,1,4,1,0.728566476,2,"2C",0
"11198",22,"s22",5,12,2,1,0.667862417,2,"2C",0
"11199",22,"s22",11,12,3,1,0.674323442,2,"2C",1
"11200",22,"s22",4,20,2,1,0.71913229,2,"2C",0
"11201",22,"s22",3,16,2,1,0.621806419,2,"2C",0
"11202",22,"s22",3,6,1,1,0.716623534,2,"2C",1
"11203",22,"s22",3,3,1,1,0.682034026,2,"2C",1
"11204",22,"s22",1,9,1,1,0.65604446,2,"2C",1
"11205",22,"s22",7,6,4,1,0.690954113,2,"2C",0
"11206",22,"s22",1,13,2,1,0.669990191,2,"2C",0
"11207",22,"s22",8,5,4,1,0.76075565,2,"2C",0
"11208",22,"s22",6,6,1,1,0.756575395,2,"2C",1
"11209",22,"s22",2,9,1,1,0.688052028,2,"2C",1
"11210",22,"s22",12,12,3,1,1.109091123,2,"2C",1
"11211",22,"s22",7,13,3,1,1.005586725,2,"2C",1
"11212",22,"s22",10,10,4,1,1.001636263,2,"2C",0
"11213",22,"s22",8,11,3,1,0.662022407,2,"2C",1
"11214",22,"s22",11,2,4,1,0.865817705,2,"2C",0
"11215",22,"s22",8,1,4,1,0.802270891,2,"2C",0
"11216",22,"s22",7,19,3,1,0.777977822,2,"2C",1
"11217",22,"s22",11,5,4,1,0.719836729,2,"2C",0
"11218",22,"s22",3,20,2,1,0.746222335,2,"2C",0
"11219",22,"s22",8,18,3,1,0.762382878,2,"2C",1
"11220",22,"s22",7,18,3,1,0.710465186,2,"2C",1
"11221",22,"s22",8,8,4,1,0.674222248,2,"2C",0
"11222",22,"s22",10,11,3,1,0.73703541,2,"2C",1
"11223",22,"s22",8,12,3,1,0.962140978,2,"2C",1
"11224",22,"s22",4,9,1,1,0.596516474,2,"2C",1
"11225",22,"s22",10,1,4,1,1.397564609,2,"2C",0
"11226",22,"s22",8,20,3,1,0.669441156,2,"2C",1
"11227",22,"s22",2,17,2,1,0.776545151,2,"2C",0
"11228",22,"s22",10,6,4,1,1.135328552,2,"2C",0
"11229",22,"s22",5,15,2,1,0.60846032,2,"2C",0
"11230",22,"s22",4,8,1,1,1.219208637,2,"2C",1
"11231",22,"s22",9,2,4,1,1.008883043,2,"2C",0
"11232",22,"s22",9,4,4,1,0.973948393,2,"2C",0
"11233",22,"s22",2,12,2,1,0.837435636,2,"2C",0
"11234",22,"s22",6,19,2,1,1.138524581,2,"2C",0
"11235",22,"s22",5,18,2,1,0.69363544,2,"2C",0
"11236",22,"s22",3,2,1,1,0.782684826,2,"2C",1
"11237",22,"s22",5,13,2,1,0.725591809,2,"2C",0
"11238",22,"s22",5,20,2,1,1.464789627,2,"2C",0
"11239",22,"s22",6,20,2,1,0.734301378,2,"2C",0
"11240",22,"s22",12,18,3,1,0.8128167,2,"2C",1
"11241",22,"s22",7,5,4,1,0.595559653,2,"2C",0
"11242",22,"s22",4,12,2,1,1.045357883,2,"2C",0
"11243",24,"s24",5,10,1,1,0.764878985,2,"2C",1
"11244",24,"s24",6,10,1,1,0.564244477,2,"2C",1
"11245",24,"s24",7,6,4,1,1.332667042,2,"2C",0
"11246",24,"s24",6,15,2,1,1.279836199,2,"2C",0
"11247",24,"s24",10,7,4,1,0.581670843,2,"2C",0
"11248",24,"s24",11,19,3,1,0.745769373,2,"2C",1
"11249",24,"s24",11,8,4,1,1.028240218,2,"2C",0
"11250",24,"s24",7,19,3,1,1.346321842,2,"2C",1
"11251",24,"s24",4,20,2,1,0.645975103,2,"2C",0
"11252",24,"s24",1,3,1,1,0.89566437,2,"2C",1
"11253",24,"s24",1,4,1,1,1.056814434,2,"2C",1
"11254",24,"s24",8,20,3,1,1.035866173,2,"2C",1
