"","idv","iv","iv2","dv","exp"
"198",1,"JA",1,0.669300698999905,"jasifi_rt_1"
"199",1,"JA",1,0.523648575999687,"jasifi_rt_2"
"200",1,"JA",1,1.54629082999963,"jasifi_rt_2"
"201",1,"JA",1,0.937289873999362,"jasifi_rt_2"
"202",1,"JA",2,1.19027311799982,"jasifi_rt_2"
"203",1,"JA",1,1.13507066400052,"jasifi_rt_2"
"204",1,"JA",2,0.596512608000012,"jasifi_rt_1"
"205",1,"JA",1,1.24804745999973,"jasifi_rt_1"
"206",1,"JA",2,0.948880250999537,"jasifi_rt_1"
"207",1,"JA",2,0.861783059999652,"jasifi_rt_2"
"208",1,"JA",1,0.729246184000658,"jasifi_rt_2"
"209",1,"JA",2,0.667937527000504,"jasifi_rt_2"
"210",1,"JA",1,1.27307175199985,"jasifi_rt_1"
"211",1,"JA",2,0.758541304000573,"jasifi_rt_1"
"212",1,"JA",1,0.880238484999609,"jasifi_rt_1"
"213",1,"JA",2,0.475890613999582,"jasifi_rt_1"
"214",1,"JA",2,0.310497586000565,"jasifi_rt_1"
"215",1,"JA",1,0.645969476000573,"jasifi_rt_2"
"216",1,"JA",1,0.610837431000618,"jasifi_rt_1"
"217",1,"JA",1,0.886990965000223,"jasifi_rt_1"
"218",1,"JA",2,1.31956794599955,"jasifi_rt_2"
"219",1,"JA",2,0.738013807000243,"jasifi_rt_1"
"220",1,"JA",1,0.653476292999585,"jasifi_rt_1"
"221",1,"JA",1,0.877842106000571,"jasifi_rt_1"
"222",1,"JA",2,0.919973482999922,"jasifi_rt_2"
"223",1,"JA",1,1.20776333100002,"jasifi_rt_2"
"224",1,"JA",1,1.05860164499973,"jasifi_rt_2"
"225",1,"JA",1,0.772879178999574,"jasifi_rt_1"
"226",1,"JA",1,0.798919049000688,"jasifi_rt_1"
"227",1,"JA",1,0.945354630999645,"jasifi_rt_1"
"228",1,"JA",2,0.593298445999608,"jasifi_rt_2"
"229",1,"JA",2,0.774203688999478,"jasifi_rt_1"
"230",1,"JA",2,1.10171118299968,"jasifi_rt_2"
"231",1,"JA",2,0.640257246000147,"jasifi_rt_2"
"232",1,"JA",2,0.750864378000188,"jasifi_rt_1"
"233",1,"JA",2,0.921960806999778,"jasifi_rt_1"
"234",1,"JA",1,1.25834567400034,"jasifi_rt_1"
"235",1,"JA",1,0.906995536999602,"jasifi_rt_2"
"236",1,"JA",1,0.704268490999311,"jasifi_rt_2"
"237",1,"JA",2,0.824101598999732,"jasifi_rt_2"
"238",12,"JA",2,0.6014294040001,"jasifi_rt_1"
"239",12,"JA",1,0.420756385000004,"jasifi_rt_1"
"240",12,"JA",1,0.495833258999937,"jasifi_rt_1"
"241",12,"JA",1,0.43447474300001,"jasifi_rt_2"
"242",12,"JA",1,0.522174643999733,"jasifi_rt_2"
"243",12,"JA",1,0.41690382500019,"jasifi_rt_2"
"244",12,"JA",2,0.426900243000091,"jasifi_rt_1"
"245",12,"JA",2,0.446928545999981,"jasifi_rt_1"
"246",12,"JA",1,0.342069071999958,"jasifi_rt_1"
"247",12,"JA",1,0.433112090000122,"jasifi_rt_1"
"248",12,"JA",2,0.355342778000249,"jasifi_rt_2"
"249",12,"JA",2,0.407098954000048,"jasifi_rt_2"
"250",12,"JA",2,0.385472503000074,"jasifi_rt_2"
"251",12,"JA",1,0.523476820999804,"jasifi_rt_2"
"252",12,"JA",1,0.584605332999672,"jasifi_rt_2"
"253",12,"JA",2,0.473833071999707,"jasifi_rt_2"
"254",12,"JA",1,0.545713242000147,"jasifi_rt_2"
"255",12,"JA",2,0.401680877000217,"jasifi_rt_1"
"256",12,"JA",1,0.46771455399994,"jasifi_rt_2"
"257",12,"JA",2,0.41090487099973,"jasifi_rt_1"
"258",12,"JA",2,0.605703930000345,"jasifi_rt_1"
"259",12,"JA",1,0.831209751000188,"jasifi_rt_2"
"260",12,"JA",1,0.495160567000312,"jasifi_rt_2"
"261",12,"JA",2,1.02434476100007,"jasifi_rt_1"
"262",12,"JA",1,0.538812685999801,"jasifi_rt_2"
"263",12,"JA",2,0.483251496999856,"jasifi_rt_1"
"264",12,"JA",1,0.447284336000394,"jasifi_rt_1"
"265",12,"JA",2,0.564305950000289,"jasifi_rt_1"
"266",12,"JA",1,0.505634068999825,"jasifi_rt_1"
"267",12,"JA",1,0.690864063999925,"jasifi_rt_2"
"268",12,"JA",2,0.663930269000048,"jasifi_rt_2"
"269",12,"JA",2,0.485825691999707,"jasifi_rt_2"
"270",12,"JA",1,0.534471820999897,"jasifi_rt_2"
"271",12,"JA",2,0.632308886999908,"jasifi_rt_1"
"272",12,"JA",2,0.51069452900083,"jasifi_rt_1"
"273",12,"JA",1,0.74477531499997,"jasifi_rt_2"
"274",12,"JA",2,0.477175017999798,"jasifi_rt_2"
